household_id,ea_id,saq01,saq14,pw_w4,adulteq,hh_size,food_cons_ann,nonfood_cons_ann,educ_cons_ann,fafh_cons_ann,utilities_cons_ann,total_cons_ann,nom_foodcons_aeq,nom_nonfoodcons_aeq,nom_educcons_aeq,nom_utilities_aeq,nom_totcons_aeq,spat_totcons_aeq,cons_quint
031605010100105140,031605010100105,AMHARA,URBAN,4907.084142188165,0.8399999737739563,1,24856,1090,0,2080,600,28626,32066.66796875,1297.619140625,0,714.2857666015625,34078.57421875,36571.40625,5
130104010100312131,130104010100312,HARAR,URBAN,90.50909356725145,2.4800000190734863,3,43368,7300,0,0,3600,54268,17487.095703125,2943.54833984375,0,1451.6129150390625,21882.2578125,21918.42578125,4
010203020100103038,010203020100103,TIGRAY,URBAN,1338.407676650189,2.0799999237060547,3,17732,851,122,0,240,18945,8525,409.1346435546875,58.653846740722656,115.3846206665039,9108.173828125,9321.3720703125,2
020203010100206003,020203010100206,AFAR,URBAN,410.8199066293184,9.979999542236328,12,41444,11780,855,0,720,54799,4152.70556640625,1180.3607177734375,85.67134857177734,72.14429473876953,5490.8818359375,5353.56982421875,1
130107010100208193,130107010100208,HARAR,URBAN,114.6578959810875,1.5799999237060547,2,20904,1408,0,0,1800,24112,13230.380859375,891.1392822265625,0,1139.2406005859375,15260.759765625,15285.9833984375,3
120203010100102022,120203010100102,GAMBELA,URBAN,113.6062745098039,2.940000057220459,4,32396,1204,0,0,0,33600,11019.0478515625,409.5238037109375,0,0,11428.5712890625,11575.30078125,3
120203010100102123,120203010100102,GAMBELA,URBAN,113.6062745098039,4.829999923706055,7,30160,3015,150,0,0,33325,6244.306640625,624.2236328125,31.05590057373047,0,6899.5859375,6988.1689453125,1
070110010100205143,070110010100205,SNNP,URBAN,3619.93316163846,2.869999885559082,4,23036,13834,3300,17680,240,58090,14186.759765625,4820.20947265625,1149.8258056640625,83.62369537353516,20240.41796875,21887.072265625,4
150101010100607016,150101010100607,DIRE DAWA,URBAN,151.0357142857143,1,1,10296,984,0,0,0,11280,10296,984,0,0,11280,10642.8671875,2
050706010100201072,050706010100201,SOMALI,URBAN,1197.335294117647,4.21999979019165,5,65705.65274047852,17870,1500,0,7200,92275.65625,15570.060546875,4234.59716796875,355.45025634765625,1706.1612548828125,21866.26953125,21434.615234375,4
150101010100357075,150101010100357,DIRE DAWA,URBAN,162.2930346051464,2.259999990463257,3,28533.700004577637,8364,6200,624,3384,47105.69921875,12901.6376953125,3700.885009765625,2743.36279296875,1497.3450927734375,20843.23046875,19665.93359375,4
050805088800704003,050805088800704,SOMALI,RURAL,3082.559509803922,6.619999885559082,7,7800,1980,0,780,0,10560,1296.072509765625,299.0936584472656,0,0,1595.1661376953125,1335.72509765625,1
130104010100321267,130104010100321,HARAR,URBAN,138.8800453514739,2.5999999046325684,3,42887,7496,560,0,6816,57759,16495,2883.0771484375,215.38462829589844,2621.53857421875,22215,22251.716796875,4
060107088800402133,060107088800402,BENISHANGUL GUMUZ,RURAL,318.3416875522138,1,1,23566.12384033203,840,0,13000,3600,41006.125,36566.125,840,0,3600,41006.125,45282.6796875,5
120102088800501137,120102088800501,GAMBELA,RURAL,244.8490712074304,2.380000114440918,3,27248,2948,520,1196,300,32212,11951.259765625,1238.6553955078125,218.4873809814453,126.0504150390625,13534.453125,13822.0244140625,3
010210088801507116,010210088801507,TIGRAY,RURAL,2482.531727078891,2.6599998474121094,3,70265.262939453125,6055,720,0,0,77040.265625,26415.513671875,2276.31591796875,270.67669677734375,0,28962.5078125,29686.755859375,5
