"holder_id","household_id","parcel_id","field_id","plot_twi","plot_srtm","plot_srtmslp","dist_household"
"01010108880091000701","010101088800910007",1,1,13,1060,4,"0"
"01010108880091000701","010101088800910007",1,2,13,1060,4,"0.1"
"01010108880091000701","010101088800910007",1,3,13,1060,4,"0"
"01010108880091001701","010101088800910017",1,1,13,1060,6,"0"
"01010108880091001701","010101088800910017",1,2,13,1060,6,"0"
"01010108880091001701","010101088800910017",1,3,13,1060,5,"0"
"01010108880091001701","010101088800910017",2,1,14,1060,3,"0.7"
"01010108880091001701","010101088800910017",3,1,14,1060,3,"0.7"
"01010108880091002601","010101088800910026",1,1,12,1050,4,"0"
"01010108880091002901","010101088800910029",1,1,12,1050,4,"0"
"01010108880091003801","010101088800910038",1,1,12,1050,5,"0"
"01010108880091003801","010101088800910038",1,2,12,1050,5,"0"
"01010108880091003801","010101088800910038",2,1,12,1050,2,"0.2"
"01010108880091003801","010101088800910038",2,2,12,1050,2,"0.2"
"01010108880091003801","010101088800910038",3,1,13,1060,5,"0.7"
"01010108880091003801","010101088800910038",3,2,13,1060,5,"0.7"
"01010108880091003801","010101088800910038",4,1,16,1050,4,"3.9"
"01010108880091003801","010101088800910038",4,2,14,1060,5,"4.3"
"01010108880091003801","010101088800910038",4,3,15,1060,12,"4.6"
"01010108880091003801","010101088800910038",4,4,13,1070,12,"4.9"
"01010108880091003801","010101088800910038",4,5,12,1070,4,"5.2"
"01010108880091004601","010101088800910046",1,1,12,1050,5,"0"
"01010108880091005401","010101088800910054",1,1,14,1060,6,"0"
"01010108880091005401","010101088800910054",2,1,14,1060,6,"0"
"01010108880091005401","010101088800910054",2,2,13,1060,5,"0.1"
"01010108880091006201","010101088800910062",1,1,12,1060,12,"0"
"01010108880091006201","010101088800910062",1,2,12,1050,15,"0"
"01010108880091006201","010101088800910062",1,3,13,1060,7,"0.1"
"01010108880091006201","010101088800910062",1,4,13,1060,8,"0.1"
"01010108880091006201","010101088800910062",1,5,13,1060,8,"0.1"
"01010108880091006201","010101088800910062",1,6,12,1060,12,"0"
"01010108880091006201","010101088800910062",2,1,12,1060,3,"0.5"
"01010108880091006201","010101088800910062",2,2,12,1060,3,"0.5"
"01010108880091006201","010101088800910062",3,1,12,1060,3,"0.5"
"01010108880091006201","010101088800910062",4,1,12,1060,2,"0.5"
"01010108880091007001","010101088800910070",1,1,13,1060,5,"0"
"01010108880091007001","010101088800910070",1,2,13,1060,2,"0.1"
"01010108880091007001","010101088800910070",1,3,13,1060,9,"0"
"01010108880091007001","010101088800910070",1,4,13,1060,5,"0"
"01010108880091007001","010101088800910070",1,5,13,1060,8,"0"
"01010108880091007001","010101088800910070",1,6,13,1060,5,"0"
"01010108880091007001","010101088800910070",2,1,13,1060,4,"0.4"
"01010108880091008201","010101088800910082",1,1,12,1070,7,"0"
"01010108880091008201","010101088800910082",1,2,12,1070,7,"0"
"01010108880091008201","010101088800910082",2,1,14,1050,6,"0.6"
"01010108880091008201","010101088800910082",3,1,13,1050,5,"0.7"
"01010108880091008201","010101088800910082",3,2,15,1050,6,"0.6"
"01010108880091008301","010101088800910083",1,1,12,1060,8,"0"
"01010108880091009301","010101088800910093",1,1,13,1060,5,"0"
"01010108880091009301","010101088800910093",1,2,13,1060,7,"0"
"01010108880091009301","010101088800910093",1,3,13,1060,8,"0"
"01010108880091009301","010101088800910093",1,4,13,1060,8,"0"
"01010108880091009301","010101088800910093",1,5,13,1060,7,"0"
"01010208880101001201","010102088801010012",1,1,14,1780,2,"0"
"01010208880101003401","010102088801010034",1,1,13,1790,3,"0"
"01010208880101003501","010102088801010035",1,1,15,1790,2,"0.1"
"01010208880101003501","010102088801010035",1,2,15,1790,2,"0"
"01010208880101004801","010102088801010048",1,1,15,1790,2,"0"
"01010208880101004801","010102088801010048",1,2,13,1790,2,"0"
"01010208880101006801","010102088801010068",1,1,13,1800,3,"0"
"01010208880101006801","010102088801010068",1,2,13,1800,2,"0"
"01010208880101006801","010102088801010068",1,3,13,1800,2,"0"
"01010208880101006801","010102088801010068",1,4,13,1790,3,"0.1"
"01010208880101006801","010102088801010068",2,1,13,1790,2,"0.1"
"01010208880101006801","010102088801010068",3,1,14,1790,2,"0.2"
"01010208880101006801","010102088801010068",4,1,13,1790,2,"0.1"
"01010208880101006801","010102088801010068",5,1,14,1790,2,"0.1"
"01010208880101006801","010102088801010068",6,1,14,1790,2,"0.2"
"01010208880101006801","010102088801010068",7,1,15,1790,2,"0.2"
"01010208880101006801","010102088801010068",7,2,14,1790,2,"0.2"
"01010208880101006801","010102088801010068",7,3,14,1790,1,"0.2"
"01010208880101009001","010102088801010090",1,1,15,1790,2,"0"
"01010208880101009001","010102088801010090",1,2,15,1790,2,"0"
"01010208880101010401","010102088801010104",1,1,15,1790,3,"0.1"
"01010208880101011301","010102088801010113",1,1,15,1790,2,"0.1"
"01010208880101013601","010102088801010136",1,1,13,1800,8,"0"
"01010208880101013601","010102088801010136",1,2,13,1800,7,"0"
"01010208880101013601","010102088801010136",1,3,12,1800,7,"0"
"01010208880101014801","010102088801010148",1,1,12,1800,12,"0"
"01010208880101014801","010102088801010148",1,2,12,1800,9,"0"
"01010208880101014801","010102088801010148",1,3,13,1790,7,"0.1"
"01010208880101014801","010102088801010148",1,4,13,1790,7,"0.2"
"01010208880101014801","010102088801010148",1,5,12,1800,10,"0"
"01010208880101014801","010102088801010148",1,6,13,1790,7,"0.2"
"01010208880101014801","010102088801010148",1,7,13,1790,7,"0.2"
"01010208880101014801","010102088801010148",2,1,14,1790,2,"0.7"
"01010208880101014801","010102088801010148",3,1,15,1790,1,"0.7"
"01010208880101014801","010102088801010148",3,2,15,1790,1,"0.7"
"01010208880101014801","010102088801010148",4,1,14,1790,2,"0.7"
"01010208880101014802","010102088801010148",1,1,11,1790,13,"0.1"
"01010208880101016101","010102088801010161",1,1,13,1790,2,"0"
"01010208880101016101","010102088801010161",1,2,13,1790,2,"0"
"01010208880101016101","010102088801010161",1,3,13,1790,4,"0.3"
"01010208880101016101","010102088801010161",1,4,12,1790,2,"0"
"01010208880101016101","010102088801010161",2,1,13,1800,16,"0.9"
"01010208880101016101","010102088801010161",3,1,15,1790,7,"0.4"
"01010208880101017301","010102088801010173",1,1,13,1790,3,"0"
"01010208880101017301","010102088801010173",1,2,13,1790,3,"0"
"01010208880101017301","010102088801010173",1,3,13,1790,3,"0"
"01010208880101017301","010102088801010173",1,4,13,1790,3,"0"
"01010208880101017301","010102088801010173",2,1,16,1780,1,"1"
"01010208880101017301","010102088801010173",3,1,13,1780,2,"1"
"01010208880101017301","010102088801010173",4,1,14,1790,2,"1"
"01010208880101017301","010102088801010173",5,1,15,1790,3,"2.1"
"01010208880101017301","010102088801010173",5,2,15,1790,3,"2.1"
"01010308880070900801","010103088800709008",1,1,11,1980,8,"0"
"01010308880070900801","010103088800709008",1,2,12,1980,13,"0.1"
"01010308880070900801","010103088800709008",1,3,12,1990,14,"0.1"
"01010308880070900801","010103088800709008",1,4,12,1980,12,"0.1"
"01010308880070900801","010103088800709008",1,5,12,1980,12,"0.1"
"01010308880070900801","010103088800709008",2,1,18,1960,3,"1"
"01010308880070900801","010103088800709008",3,1,14,1950,6,"1"
"01010308880070900801","010103088800709008",4,1,13,1980,11,"0.3"
"01010308880070900801","010103088800709008",4,2,12,1980,9,"0.2"
"01010308880070901601","010103088800709016",1,1,12,1990,13,"0"
"01010308880070901601","010103088800709016",1,2,12,1990,13,"0"
"01010308880070901601","010103088800709016",1,3,12,1990,14,"0"
"01010308880070901601","010103088800709016",2,1,13,1970,4,"0.9"
"01010308880070901601","010103088800709016",4,1,11,2030,20,"0.5"
"01010308880070902401","010103088800709024",1,1,12,1980,9,"0"
"01010308880070902401","010103088800709024",1,2,12,1980,8,"0"
"01010308880070902401","010103088800709024",1,3,12,1980,9,"0"
"01010308880070902401","010103088800709024",1,5,12,1980,8,"0"
"01010308880070902401","010103088800709024",2,1,14,1970,3,"0.2"
"01010308880070902401","010103088800709024",5,1,16,1940,10,"1.3"
"01010308880070903201","010103088800709032",1,1,13,2010,15,"0.1"
"01010308880070903201","010103088800709032",1,2,13,2010,16,"0"
"01010308880070903201","010103088800709032",1,3,13,2010,16,"0"
"01010308880070903201","010103088800709032",1,4,13,2010,16,"0"
"01010308880070903201","010103088800709032",1,5,13,2010,16,"0"
"01010308880070903201","010103088800709032",1,6,12,2010,15,"0.1"
"01010308880070903202","010103088800709032",1,1,13,2010,16,"0.1"
"01010308880070903202","010103088800709032",1,2,13,2010,16,"0.1"
"01010308880070903202","010103088800709032",1,3,12,2020,16,"0.1"
"01010308880070904001","010103088800709040",1,1,10,2030,34,"0"
"01010308880070904001","010103088800709040",1,2,10,2010,28,"0"
"01010308880070904001","010103088800709040",1,3,10,2010,27,"0.1"
"01010308880070904001","010103088800709040",1,4,10,2010,27,"0.1"
"01010308880070904001","010103088800709040",1,5,10,2010,27,"0.1"
"01010308880070904001","010103088800709040",1,6,11,2010,26,"0.1"
"01010308880070904001","010103088800709040",1,7,10,2000,23,"0.1"
"01010308880070904001","010103088800709040",2,1,15,1970,5,"0.7"
"01010308880070904001","010103088800709040",2,2,15,1970,5,"0.7"
"01010308880070904001","010103088800709040",3,1,13,1970,5,"0.9"
"01010308880070904001","010103088800709040",4,1,17,1960,2,"1.5"
"01010308880070904001","010103088800709040",5,1,13,1970,3,"1.6"
"01010308880070904001","010103088800709040",6,1,12,1980,7,"1.6"
"01010308880070904001","010103088800709040",6,2,12,1980,7,"1.6"
"01010308880070904001","010103088800709040",7,1,15,1960,1,"1.4"
"01010308880070904001","010103088800709040",8,1,11,2040,23,"0.6"
"01010308880070904002","010103088800709040",1,1,13,1960,2,"1.2"
"01010308880070904002","010103088800709040",1,2,13,1960,2,"1.2"
"01010308880070904801","010103088800709048",1,1,10,2040,23,"0"
"01010308880070904801","010103088800709048",1,2,10,2030,20,"0"
"01010308880070904801","010103088800709048",1,3,10,2040,24,"0"
"01010308880070904801","010103088800709048",2,1,12,1930,6,"1.9"
"01010308880070905601","010103088800709056",1,1,12,2010,19,"0"
"01010308880070905601","010103088800709056",1,2,14,2000,16,"0.1"
"01010308880070905601","010103088800709056",1,3,14,2010,18,"0"
"01010308880070905601","010103088800709056",1,4,13,1990,13,"0.1"
"01010308880070905601","010103088800709056",1,5,14,2010,17,"0"
"01010308880070905601","010103088800709056",1,6,14,2010,16,"0.1"
"01010308880070905601","010103088800709056",1,7,14,2010,17,"0.1"
"01010308880070905601","010103088800709056",2,1,13,2040,32,"0.2"
"01010308880070905601","010103088800709056",2,2,12,2010,18,"0"
"01010308880070905601","010103088800709056",2,3,14,2010,16,"0.1"
"01010308880070905601","010103088800709056",3,1,18,1970,4,"1"
"01010308880070905601","010103088800709056",4,1,14,1970,4,"0.9"
"01010308880070905601","010103088800709056",5,1,12,1970,4,"2.2"
"01010308880070905601","010103088800709056",6,1,13,1970,4,"0.9"
"01010308880070905601","010103088800709056",7,1,18,1980,3,"1"
"01010308880070905601","010103088800709056",7,2,18,1980,4,"1.1"
"01010308880070906401","010103088800709064",1,1,12,2050,33,"0"
"01010308880070906401","010103088800709064",1,2,12,2040,33,"0"
"01010308880070906401","010103088800709064",1,3,12,2040,32,"0"
"01010308880070907201","010103088800709072",1,1,11,2010,18,"0"
"01010308880070907201","010103088800709072",1,2,11,2010,17,"0"
"01010308880070907201","010103088800709072",1,3,11,2010,17,"0"
"01010308880070907201","010103088800709072",1,4,11,2000,16,"0"
"01010308880070907201","010103088800709072",2,1,13,1960,4,"1.6"
"01010308880070907201","010103088800709072",2,2,16,1970,5,"1.6"
"01010308880070907201","010103088800709072",3,1,15,1960,2,"1.1"
"01010308880070907201","010103088800709072",3,2,15,1960,2,"1.1"
"01010308880070908001","010103088800709080",1,1,11,2010,17,"0"
"01010308880070908001","010103088800709080",1,2,11,2010,16,"0"
"01010308880070908001","010103088800709080",1,3,11,2000,12,"0"
"01010308880070908001","010103088800709080",1,4,11,2000,11,"0.1"
"01010308880070908001","010103088800709080",1,5,11,2000,12,"0"
"01010308880070908001","010103088800709080",1,6,11,2000,11,"0.1"
"01010308880070908001","010103088800709080",1,7,12,2000,5,"0.1"
"01010408880040501001","010104088800405010",1,1,13,1890,3,"0"
"01010408880040501901","010104088800405019",1,1,12,1890,5,"0"
"01010408880040501901","010104088800405019",1,2,12,1890,5,"0"
"01010408880040501901","010104088800405019",2,1,12,1890,5,"0"
"01010408880040502801","010104088800405028",1,1,12,1890,5,"0"
"01010408880040502801","010104088800405028",2,1,13,1890,4,"0"
"01010408880040502801","010104088800405028",3,1,14,1900,1,"0.3"
"01010408880040502801","010104088800405028",4,1,12,1890,5,"0"
"01010408880040503000","010104088800405030",1,1,12,1890,5,"0.2"
"01010408880040504301","010104088800405043",1,1,14,1890,6,"0.2"
"01010408880040505601","010104088800405056",1,1,14,1890,4,"0"
"01010408880040505601","010104088800405056",1,2,14,1900,4,"0"
"01010408880040505601","010104088800405056",1,3,12,1910,8,"1.8"
"01010408880040506901","010104088800405069",1,1,14,1900,4,"0.1"
"01010408880040508001","010104088800405080",1,1,13,1900,3,"0.6"
"01010408880040509101","010104088800405091",1,1,14,1900,1,"0"
"01010408880040509101","010104088800405091",1,2,14,1900,1,"0"
"01010408880040509800","010104088800405098",1,1,15,1900,2,"0"
"01010408880040510601","010104088800405106",1,1,14,1900,1,"0.1"
"01010408880040510601","010104088800405106",1,2,14,1900,1,"0"
"01010408880040513301","010104088800405133",1,1,13,1900,1,"0"
"01010408880040513301","010104088800405133",2,1,12,1880,3,"0.4"
"01010508880071201801","010105088800712018",1,1,12,1090,2,"0.1"
"01010508880071204501","010105088800712045",1,1,14,1090,2,"0.1"
"01010508880071204501","010105088800712045",2,1,17,1110,13,"2.8"
"01010508880071204501","010105088800712045",2,2,12,1110,9,"2.9"
"01010508880071204901","010105088800712049",1,1,14,1090,2,"0.2"
"01010508880071204901","010105088800712049",2,1,12,1060,2,"2.5"
"01010508880071204901","010105088800712049",2,2,13,1060,4,"2.5"
"01010508880071204901","010105088800712049",2,3,17,1060,6,"2.4"
"01010508880071205000","010105088800712050",1,1,14,1090,2,"0"
"01010508880071205401","010105088800712054",1,1,14,1090,2,"0.2"
"01010508880071206101","010105088800712061",1,1,15,1090,3,"0"
"01010508880071206101","010105088800712061",1,2,15,1090,3,"0"
"01010508880071206101","010105088800712061",2,1,11,1100,8,"2.2"
"01010508880071206101","010105088800712061",2,2,13,1110,7,"2.2"
"01010508880071206101","010105088800712061",2,3,13,1110,7,"2.2"
"01010508880071206101","010105088800712061",2,4,13,1110,7,"2.2"
"01010508880071206101","010105088800712061",2,5,13,1110,7,"2.2"
"01010508880071206101","010105088800712061",3,1,13,1100,5,"1"
"01010508880071207201","010105088800712072",1,1,13,1090,4,"0"
"01010508880071207401","010105088800712074",1,1,12,1090,5,"0"
"01010508880071207401","010105088800712074",1,2,13,1090,4,"0"
"01010508880071207901","010105088800712079",1,1,13,1090,5,"0"
"01010508880071209601","010105088800712096",1,1,13,1100,4,"0"
"01010508880071209601","010105088800712096",1,2,12,1100,5,"0"
"01010508880071209601","010105088800712096",2,1,12,1210,14,"3.9"
"01010508880071211201","010105088800712112",1,1,13,1100,3,"0"
"01010508880071212100","010105088800712121",1,1,13,1100,3,"0.1"
"01010508880221500901","010105088802215009",1,1,12,1650,3,"0"
"01010508880221500901","010105088802215009",1,2,12,1650,3,"0"
"01010508880221500901","010105088802215009",2,1,14,1640,6,"0.3"
"01010508880221500901","010105088802215009",3,1,14,1680,9,"2.7"
"01010508880221502501","010105088802215025",1,1,12,1650,3,"0"
"01010508880221502501","010105088802215025",1,2,12,1650,3,"0"
"01010508880221502501","010105088802215025",2,1,14,1690,2,"4.6"
"01010508880221502501","010105088802215025",2,2,13,1690,2,"4.6"
"01010508880221502501","010105088802215025",3,1,13,1640,5,"0.3"
"01010508880221502501","010105088802215025",4,1,13,1640,5,"0.3"
"01010508880221504001","010105088802215040",1,1,12,1650,3,"0"
"01010508880221505501","010105088802215055",1,1,11,1650,3,"0"
"01010508880221507001","010105088802215070",1,1,12,1640,3,"0"
"01010508880221507001","010105088802215070",1,2,11,1650,3,"0"
"01010508880221508601","010105088802215086",1,1,12,1650,4,"0"
"01010508880221508601","010105088802215086",1,2,12,1650,4,"0"
"01010508880221509100","010105088802215091",1,1,11,1650,4,"0"
"01010508880221510401","010105088802215104",1,1,12,1640,1,"0"
"01010508880221510401","010105088802215104",1,2,12,1640,2,"0"
"01010508880221510401","010105088802215104",2,1,13,1670,2,"2.2"
"01010508880221510401","010105088802215104",3,1,12,1670,3,"2.1"
"01010508880221510401","010105088802215104",4,1,12,1660,2,"2"
"01010508880221512001","010105088802215120",1,1,12,1640,5,"0"
"01010508880221512001","010105088802215120",2,1,12,1630,26,"0.6"
"01010508880221514601","010105088802215146",1,1,12,1640,2,"0"
"01010508880221514601","010105088802215146",1,2,12,1640,2,"0"
"01010508880221516201","010105088802215162",1,1,13,1640,3,"0"
"01010508880221516701","010105088802215167",1,1,13,1640,3,"0"
"01010508880221516701","010105088802215167",2,1,13,1640,6,"0.1"
"01010508880221516701","010105088802215167",2,2,13,1640,6,"0.1"
"01010508880221516701","010105088802215167",3,1,14,1640,5,"0.1"
"01010608880120401001","010106088801204010",1,1,14,1920,3,"54.2"
"01010608880120401001","010106088801204010",1,2,14,1920,3,"54.2"
"01010608880120401001","010106088801204010",1,3,14,1920,3,"54.2"
"01010608880120401001","010106088801204010",1,4,13,1920,3,"54.2"
"01010608880120402001","010106088801204020",1,1,11,1790,24,"0"
"01010608880120402001","010106088801204020",1,2,11,1790,24,"0"
"01010608880120403001","010106088801204030",1,1,11,1810,22,"0.6"
"01010608880120403001","010106088801204030",1,2,11,1810,22,"0.6"
"01010608880120403001","010106088801204030",2,1,11,1820,21,"0.6"
"01010608880120403001","010106088801204030",3,1,11,1820,21,"0.6"
"01010608880120404001","010106088801204040",1,1,12,1860,21,"0.8"
"01010608880120404001","010106088801204040",1,2,12,1850,23,"0.8"
"01010608880120404001","010106088801204040",1,3,12,1850,23,"0.7"
"01010608880120405001","010106088801204050",1,1,12,1820,18,"1.4"
"01010608880120405001","010106088801204050",1,2,12,1820,19,"1.4"
"01010608880120405001","010106088801204050",2,1,12,1790,30,"1.5"
"01010608880120406001","010106088801204060",1,1,11,1710,19,"0"
"01010608880120406001","010106088801204060",1,2,11,1710,20,"0"
"01010608880120407001","010106088801204070",1,1,15,1790,22,"0.4"
"01010608880120407001","010106088801204070",1,2,14,1800,21,"0.3"
"01010608880120407001","010106088801204070",1,3,14,1800,21,"0.3"
"01010608880120407001","010106088801204070",2,1,12,1800,23,"0.5"
"01010608880120408001","010106088801204080",1,1,11,1840,17,"0.1"
"01010608880120408001","010106088801204080",1,2,11,1840,20,"0.1"
"01010608880120408001","010106088801204080",2,1,14,1800,21,"0.3"
"01010608880120408001","010106088801204080",2,2,14,1800,21,"0.3"
"01010608880120410001","010106088801204100",1,1,11,1820,18,"0.3"
"01010608880120410001","010106088801204100",1,2,11,1820,14,"0.3"
"01010608880120410001","010106088801204100",1,3,11,1820,14,"0.4"
"01010608880120410001","010106088801204100",1,4,12,1820,14,"0.4"
"01010608880120410001","010106088801204100",1,5,12,1820,12,"0.4"
"01020108880180600701","010201088801806007",1,1,13,1730,6,"0"
"01020108880180601301","010201088801806013",1,1,13,1730,3,"0"
"01020108880180601301","010201088801806013",1,2,14,1730,3,"0.1"
"01020108880180601301","010201088801806013",1,3,13,1730,2,"0.1"
"01020108880180601301","010201088801806013",1,4,15,1730,3,"0.1"
"01020108880180601301","010201088801806013",1,5,13,1730,2,"0.1"
"01020108880180601301","010201088801806013",2,1,12,1750,5,"0.6"
"01020108880180601301","010201088801806013",2,2,12,1750,7,"0.6"
"01020108880180601301","010201088801806013",2,3,12,1750,6,"0.6"
"01020108880180601301","010201088801806013",2,4,12,1750,6,"0.6"
"01020108880180601301","010201088801806013",2,5,12,1750,6,"0.6"
"01020108880180601301","010201088801806013",2,6,12,1750,6,"0.6"
"01020108880180601301","010201088801806013",2,7,12,1750,6,"0.6"
"01020108880180601901","010201088801806019",1,1,15,1740,7,"0.2"
"01020108880180601901","010201088801806019",1,2,15,1740,7,"0.2"
"01020108880180601901","010201088801806019",1,3,15,1740,7,"0.2"
"01020108880180601901","010201088801806019",1,4,15,1740,7,"0.2"
"01020108880180601901","010201088801806019",1,5,15,1740,6,"0.3"
"01020108880180601901","010201088801806019",1,6,16,1730,3,"0.6"
"01020108880180601901","010201088801806019",1,10,15,1740,6,"0.2"
"01020108880180601901","010201088801806019",1,11,15,1740,6,"0.2"
"01020108880180601901","010201088801806019",1,12,15,1740,6,"0.2"
"01020108880180601901","010201088801806019",2,1,16,1730,5,"0.5"
"01020108880180601901","010201088801806019",2,2,16,1730,5,"0.5"
"01020108880180601901","010201088801806019",2,3,16,1740,6,"0.4"
"01020108880180602301","010201088801806023",1,1,15,1750,8,"0"
"01020108880180602801","010201088801806028",1,1,12,1750,5,"0.1"
"01020108880180602801","010201088801806028",2,1,12,1730,7,"1"
"01020108880180602801","010201088801806028",2,2,12,1720,9,"1"
"01020108880180602801","010201088801806028",2,3,12,1730,7,"1"
"01020108880180602801","010201088801806028",2,4,12,1750,5,"0.1"
"01020108880180602801","010201088801806028",2,5,12,1730,8,"1"
"01020108880180602801","010201088801806028",2,7,12,1730,8,"1"
"01020108880180602801","010201088801806028",2,8,12,1750,5,"0.1"
"01020108880180602801","010201088801806028",2,9,12,1720,9,"1"
"01020108880180602801","010201088801806028",2,10,12,1720,9,"1"
"01020108880180602801","010201088801806028",2,11,12,1750,6,"0.1"
"01020108880180602801","010201088801806028",2,12,12,1750,6,"0.1"
"01020108880180602801","010201088801806028",2,13,12,1750,6,"0.1"
"01020108880180602801","010201088801806028",2,14,12,1720,9,"1"
"01020108880180602801","010201088801806028",2,15,12,1720,9,"1"
"01020108880180602801","010201088801806028",2,16,12,1720,9,"1"
"01020108880180602801","010201088801806028",2,17,12,1720,11,"1"
"01020108880180602801","010201088801806028",2,18,12,1720,11,"1"
"01020108880180602801","010201088801806028",2,19,12,1720,11,"1"
"01020108880180602801","010201088801806028",2,20,13,1720,11,"1"
"01020108880180602801","010201088801806028",2,21,13,1720,11,"1"
"01020108880180602801","010201088801806028",2,22,13,1720,11,"1"
"01020108880180603701","010201088801806037",1,1,12,1750,5,"0"
"01020108880180603701","010201088801806037",1,2,13,1750,5,"0"
"01020108880180603701","010201088801806037",1,4,12,1750,6,"0"
"01020108880180603701","010201088801806037",1,5,12,1750,5,"0"
"01020108880180604601","010201088801806046",1,1,12,1750,7,"0"
"01020108880180604601","010201088801806046",1,2,12,1750,7,"0"
"01020108880180604601","010201088801806046",2,1,12,1750,8,"0"
"01020108880180604601","010201088801806046",2,2,12,1750,7,"0"
"01020108880180606101","010201088801806061",1,1,13,1750,3,"0"
"01020108880180606501","010201088801806065",1,1,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",1,2,13,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,1,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,2,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,3,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,4,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,5,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,6,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,7,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,8,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,9,12,1750,5,"0.1"
"01020108880180606501","010201088801806065",2,10,12,1750,5,"0.1"
"01020108880180607501","010201088801806075",1,1,12,1750,5,"0"
"01020108880180607501","010201088801806075",1,2,13,1750,4,"0"
"01020108880180607501","010201088801806075",1,3,13,1750,4,"0"
"01020108880180607501","010201088801806075",1,4,13,1750,4,"0"
"01020108880180607501","010201088801806075",1,5,13,1750,4,"0"
"01020108880180607501","010201088801806075",1,6,13,1750,4,"0"
"01020108880180607501","010201088801806075",1,7,12,1750,5,"0"
"01020108880180608301","010201088801806083",1,1,12,1750,5,"0.1"
"01020108880180608301","010201088801806083",1,2,12,1750,5,"0.1"
"01020108880180608301","010201088801806083",1,3,12,1750,6,"0.1"
"01020208880150901201","010202088801509012",1,1,11,2070,13,"0"
"01020208880150901201","010202088801509012",1,2,11,2060,12,"0.1"
"01020208880150901201","010202088801509012",1,3,11,2070,12,"0"
"01020208880150901201","010202088801509012",4,1,14,2070,12,"0"
"01020208880150901201","010202088801509012",5,1,14,2040,9,"0.3"
"01020208880150902801","010202088801509028",1,1,12,2090,18,"0"
"01020208880150902801","010202088801509028",1,2,12,2090,18,"0"
"01020208880150902801","010202088801509028",1,3,12,2090,19,"0"
"01020208880150902801","010202088801509028",1,4,12,2090,18,"0"
"01020208880150902801","010202088801509028",1,5,12,2080,18,"0.1"
"01020208880150902801","010202088801509028",1,6,12,2080,18,"0.1"
"01020208880150902801","010202088801509028",2,1,12,2040,2,"2.2"
"01020208880150904401","010202088801509044",1,1,21,2040,3,"0.7"
"01020208880150904401","010202088801509044",2,1,21,2040,3,"0.7"
"01020208880150904401","010202088801509044",2,2,20,2040,3,"0.7"
"01020208880150904401","010202088801509044",3,1,20,2030,5,"0.9"
"01020208880150906001","010202088801509060",1,1,13,2130,21,"0"
"01020208880150906001","010202088801509060",2,1,13,2150,31,"0.2"
"01020208880150906001","010202088801509060",2,2,12,2190,51,"0.2"
"01020208880150906001","010202088801509060",2,3,13,2150,29,"0.2"
"01020208880150906001","010202088801509060",2,4,13,2160,33,"0.2"
"01020208880150906001","010202088801509060",3,1,12,2040,2,"2.7"
"01020208880150907601","010202088801509076",1,1,14,2100,19,"0"
"01020208880150907601","010202088801509076",1,2,14,2100,19,"0"
"01020208880150907601","010202088801509076",1,3,12,2100,19,"0"
"01020208880150907601","010202088801509076",1,4,14,2100,19,"0"
"01020208880150907601","010202088801509076",2,1,21,2040,4,"0.6"
"01020208880150907601","010202088801509076",3,1,21,2040,4,"0.6"
"01020208880150909201","010202088801509092",1,1,12,2040,15,"0"
"01020208880150909201","010202088801509092",1,2,12,2040,15,"0"
"01020208880150909201","010202088801509092",1,3,12,2030,11,"0.1"
"01020208880150909201","010202088801509092",1,4,12,2030,8,"0.1"
"01020208880150909201","010202088801509092",1,5,12,2030,8,"0.1"
"01020208880150909201","010202088801509092",1,6,12,2030,13,"0.1"
"01020208880150909201","010202088801509092",2,1,13,2030,3,"0.5"
"01020208880150909201","010202088801509092",2,2,13,2030,4,"0.5"
"01020208880150910801","010202088801509108",1,1,11,2080,14,"0"
"01020208880150910801","010202088801509108",1,2,11,2080,15,"0.1"
"01020208880150910801","010202088801509108",1,3,11,2080,15,"0.1"
"01020208880150910801","010202088801509108",1,4,13,2070,17,"0.1"
"01020208880150910801","010202088801509108",2,1,13,2020,5,"0.7"
"01020208880150910801","010202088801509108",3,1,13,2020,6,"0.6"
"01020208880150912401","010202088801509124",1,1,14,2120,17,"0"
"01020208880150912401","010202088801509124",1,2,14,2120,16,"0"
"01020208880150912401","010202088801509124",1,3,14,2120,15,"0"
"01020208880150912401","010202088801509124",2,1,12,2040,2,"2"
"01020208880150914001","010202088801509140",1,1,11,2150,24,"0"
"01020208880150914001","010202088801509140",1,2,11,2150,22,"0"
"01020208880150914001","010202088801509140",1,3,11,2150,21,"0"
"01020208880150914001","010202088801509140",2,1,11,2140,19,"0.1"
"01020208880150914001","010202088801509140",3,1,14,2030,7,"1.2"
"01020208880150914001","010202088801509140",4,1,20,2020,6,"1.4"
"01020208880150915601","010202088801509156",1,1,12,2120,10,"0"
"01020208880150915601","010202088801509156",1,2,12,2120,10,"0"
