household_id,individual_id,bi2_hhm_new,bi3_hhm_stillm,bi4_hhm_gender,bi5_hhm_age,bi5_hhm_age_months,bi6_hhm_relhhh,bi6_hhm_relhhh_other,bi7_hhm_reas,bi7_hhm_reas_other,bi8_hhm_where,key,roster_key,submissiondate
010102088801010035,1,No,Yes,Female,26,,Head,,,,,uuid:4f9bfb9f-0ac6-4637-a0af-fda0f5dfcb4f,uuid:4f9bfb9f-0ac6-4637-a0af-fda0f5dfcb4f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-07-28T17:53:14Z
010102088801010035,2,No,Yes,Female,10,,Son/Daughter,,,,,uuid:4f9bfb9f-0ac6-4637-a0af-fda0f5dfcb4f,uuid:4f9bfb9f-0ac6-4637-a0af-fda0f5dfcb4f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-07-28T17:53:14Z
010102088801010090,1,No,Yes,Female,21,,Head,,,,,uuid:96532e37-21a6-4eb6-85ce-58939ab00da8,uuid:96532e37-21a6-4eb6-85ce-58939ab00da8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-07-28T17:53:40Z
010102088801010104,1,No,Yes,Female,32,,Head,,,,,uuid:5faae430-07eb-412c-b0d3-3adf9f9c7be2,uuid:5faae430-07eb-412c-b0d3-3adf9f9c7be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-02T10:20:17Z
010102088801010104,2,No,Yes,Male,2,7,Son/Daughter,,,,,uuid:5faae430-07eb-412c-b0d3-3adf9f9c7be2,uuid:5faae430-07eb-412c-b0d3-3adf9f9c7be2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-02T10:20:17Z
010102088801010113,1,No,Yes,Female,36,,Head,,,,,uuid:f295cae9-b61f-404a-8f1e-137663323392,uuid:f295cae9-b61f-404a-8f1e-137663323392/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-07-29T20:11:45Z
010102088801010113,2,No,Yes,Male,16,,Son/Daughter,,,,,uuid:f295cae9-b61f-404a-8f1e-137663323392,uuid:f295cae9-b61f-404a-8f1e-137663323392/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-07-29T20:11:45Z
010102088801010113,3,No,Yes,Female,13,,Son/Daughter,,,,,uuid:f295cae9-b61f-404a-8f1e-137663323392,uuid:f295cae9-b61f-404a-8f1e-137663323392/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-07-29T20:11:45Z
010102088801010148,1,No,Yes,Male,58,,Head,,,,,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-02T16:02:11Z
010102088801010148,2,No,Yes,Female,40,,Spouse,,,,,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-02T16:02:11Z
010102088801010148,3,No,Yes,Female,24,,Son/Daughter,,,,,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-02T16:02:11Z
010102088801010148,5,Yes,Yes,Male,17,,Son/Daughter,,Security,,Migrated from within Ethiopia,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[9],2020-08-02T16:02:11Z
010102088801010148,6,No,Yes,Male,16,,Son/Daughter,,,,,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-02T16:02:11Z
010102088801010148,7,No,Yes,Male,14,,Son/Daughter,,,,,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-02T16:02:11Z
010102088801010148,8,No,Yes,Female,12,,Son/Daughter,,,,,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-08-02T16:02:11Z
010102088801010148,9,No,Yes,Male,6,,Son/Daughter,,,,,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-08-02T16:02:11Z
010102088801010148,10,No,Yes,Female,8,,Son/Daughter,,,,,uuid:1357b054-c201-4d44-bf5a-d070da7128f2,uuid:1357b054-c201-4d44-bf5a-d070da7128f2/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-08-02T16:02:11Z
010102088801010173,1,No,Yes,Male,70,,Head,,,,,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-07-31T19:36:17Z
010102088801010173,2,No,Yes,Male,24,,Son/Daughter,,,,,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-07-31T19:36:17Z
010102088801010173,4,No,Yes,Female,18,,Son/Daughter,,,,,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-07-31T19:36:17Z
010102088801010173,5,No,Yes,Female,15,,Son/Daughter,,,,,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-07-31T19:36:17Z
010102088801010173,6,No,Yes,Male,6,,Grandchild,,,,,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-07-31T19:36:17Z
010102088801010173,7,No,Yes,Male,17,,Son/Daughter,,,,,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c,uuid:8e9e7302-7041-4685-a44c-5b60d47e8b5c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-07-31T19:36:17Z
010103088800709056,1,No,Yes,Male,47,,Head,,,,,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-07-28T17:53:32Z
010103088800709056,2,No,Yes,Female,37,,Spouse,,,,,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-07-28T17:53:32Z
010103088800709056,3,No,Yes,Female,20,,Son/Daughter,,,,,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-07-28T17:53:32Z
010103088800709056,4,No,Yes,Female,17,,Son/Daughter,,,,,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-07-28T17:53:32Z
010103088800709056,5,No,Yes,Male,15,,Son/Daughter,,,,,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-07-28T17:53:32Z
010103088800709056,6,No,Yes,Male,13,,Son/Daughter,,,,,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-07-28T17:53:32Z
010103088800709056,7,No,Yes,Male,5,,Son/Daughter,,,,,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-07-28T17:53:32Z
010103088800709056,8,No,Yes,Female,3,10,Son/Daughter,,,,,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda,uuid:df1dbf3e-d10d-486b-9681-8a81fd254fda/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-07-28T17:53:32Z
010103088800709072,1,No,Yes,Male,45,,Head,,,,,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-07-28T17:53:34Z
010103088800709072,2,No,Yes,Female,38,,Spouse,,,,,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-07-28T17:53:34Z
010103088800709072,3,No,Yes,Male,12,,Son/Daughter,,,,,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-07-28T17:53:34Z
010103088800709072,4,No,Yes,Male,10,,Son/Daughter,,,,,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-07-28T17:53:34Z
010103088800709072,5,No,Yes,Female,7,,Son/Daughter,,,,,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-07-28T17:53:34Z
010103088800709072,6,No,Yes,Male,5,,Son/Daughter,,,,,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-07-28T17:53:34Z
010103088800709072,7,No,Yes,Female,3,3,Son/Daughter,,,,,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-07-28T17:53:34Z
010103088800709072,8,No,Yes,Female,78,,Father/Mother,,,,,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5,uuid:4ddd24b0-acf0-4730-a437-f9613fe835a5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-07-28T17:53:34Z
010104010100101028,1,No,Yes,Female,40,,Head,,,,,uuid:374be8c0-d78a-4116-a453-72518f1900ab,uuid:374be8c0-d78a-4116-a453-72518f1900ab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-06T17:43:10Z
010104010100101028,2,No,No,Male,50,,Spouse,,,,,uuid:374be8c0-d78a-4116-a453-72518f1900ab,uuid:374be8c0-d78a-4116-a453-72518f1900ab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-06T17:43:10Z
010104010100101028,3,No,Yes,Female,21,,Son/Daughter,,,,,uuid:374be8c0-d78a-4116-a453-72518f1900ab,uuid:374be8c0-d78a-4116-a453-72518f1900ab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-06T17:43:10Z
010104010100101028,4,No,Yes,Female,14,,Son/Daughter,,,,,uuid:374be8c0-d78a-4116-a453-72518f1900ab,uuid:374be8c0-d78a-4116-a453-72518f1900ab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-06T17:43:10Z
010104010100101028,5,No,Yes,Male,12,,Son/Daughter,,,,,uuid:374be8c0-d78a-4116-a453-72518f1900ab,uuid:374be8c0-d78a-4116-a453-72518f1900ab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-06T17:43:10Z
010104010100101028,6,No,Yes,Female,4,7,Son/Daughter,,,,,uuid:374be8c0-d78a-4116-a453-72518f1900ab,uuid:374be8c0-d78a-4116-a453-72518f1900ab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-08-06T17:43:10Z
010104010100101044,1,No,Yes,Female,32,,Head,,,,,uuid:7ce44234-3ef5-4d0b-9843-0f882d21825c,uuid:7ce44234-3ef5-4d0b-9843-0f882d21825c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-08T18:35:54Z
010104010100101060,1,No,Yes,Male,25,,Head,,,,,uuid:c82d240c-74f7-4c06-967e-a19b62f61f28,uuid:c82d240c-74f7-4c06-967e-a19b62f61f28/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-05T11:20:56Z
010104010100101060,2,No,Yes,Female,23,,Spouse,,,,,uuid:c82d240c-74f7-4c06-967e-a19b62f61f28,uuid:c82d240c-74f7-4c06-967e-a19b62f61f28/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-05T11:20:56Z
010104010100101076,1,No,Yes,Female,40,,Head,,,,,uuid:f2078f8c-1c72-43e4-b56c-07c99fc098e3,uuid:f2078f8c-1c72-43e4-b56c-07c99fc098e3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-11T19:28:09Z
010104010100101076,2,No,Yes,Male,20,,Son/Daughter,,,,,uuid:f2078f8c-1c72-43e4-b56c-07c99fc098e3,uuid:f2078f8c-1c72-43e4-b56c-07c99fc098e3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-11T19:28:09Z
010104010100101076,3,No,Yes,Male,18,,Son/Daughter,,,,,uuid:f2078f8c-1c72-43e4-b56c-07c99fc098e3,uuid:f2078f8c-1c72-43e4-b56c-07c99fc098e3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-11T19:28:09Z
010104010100101108,1,No,Yes,Male,21,,Head,,,,,uuid:f7e3e269-c525-4809-a28a-dca4d9cc48e7,uuid:f7e3e269-c525-4809-a28a-dca4d9cc48e7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-01T00:16:25Z
010104010100101108,2,No,Yes,Female,20,,Spouse,,,,,uuid:f7e3e269-c525-4809-a28a-dca4d9cc48e7,uuid:f7e3e269-c525-4809-a28a-dca4d9cc48e7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-01T00:16:25Z
010104010100101140,1,No,Yes,Male,48,,Head,,,,,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-14T20:58:03Z
010104010100101140,2,No,Yes,Female,36,,Spouse,,,,,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-14T20:58:03Z
010104010100101140,3,No,Yes,Male,18,,Son/Daughter,,,,,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-14T20:58:03Z
010104010100101140,4,No,Yes,Female,16,,Son/Daughter,,,,,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-14T20:58:03Z
010104010100101140,5,No,Yes,Male,12,,Son/Daughter,,,,,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143,uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-14T20:58:03Z
010104010100101156,1,No,Yes,Male,55,,Head,,,,,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-01T00:16:57Z
010104010100101156,2,No,Yes,Female,37,,Spouse,,,,,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-01T00:16:57Z
010104010100101156,3,No,Yes,Female,22,,Son/Daughter,,,,,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-01T00:16:57Z
010104010100101156,4,No,Yes,Female,17,,Son/Daughter,,,,,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-01T00:16:57Z
010104010100101156,5,No,Yes,Male,14,,Son/Daughter,,,,,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-01T00:16:57Z
010104010100101156,6,No,Yes,Female,12,,Son/Daughter,,,,,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-08-01T00:16:57Z
010104010100101156,7,No,Yes,Female,6,,Son/Daughter,,,,,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7,uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-08-01T00:16:57Z
010104010100101188,1,No,Yes,Male,42,,Head,,,,,uuid:e9a8eab8-2153-413b-99c6-72609a55913c,uuid:e9a8eab8-2153-413b-99c6-72609a55913c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-12T22:00:28Z
010104010100101188,2,No,Yes,Female,19,,Son/Daughter,,,,,uuid:e9a8eab8-2153-413b-99c6-72609a55913c,uuid:e9a8eab8-2153-413b-99c6-72609a55913c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-12T22:00:28Z
010104010100101188,3,No,Yes,Male,13,,Son/Daughter,,,,,uuid:e9a8eab8-2153-413b-99c6-72609a55913c,uuid:e9a8eab8-2153-413b-99c6-72609a55913c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-12T22:00:28Z
010104010100101188,4,No,Yes,Female,11,,Son/Daughter,,,,,uuid:e9a8eab8-2153-413b-99c6-72609a55913c,uuid:e9a8eab8-2153-413b-99c6-72609a55913c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-12T22:00:28Z
010104010100101188,5,No,Yes,Female,3,7,Son/Daughter,,,,,uuid:e9a8eab8-2153-413b-99c6-72609a55913c,uuid:e9a8eab8-2153-413b-99c6-72609a55913c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-12T22:00:28Z
010104010100101220,1,No,Yes,Male,28,,Head,,,,,uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b,uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-12T22:00:19Z
010104010100101220,2,No,Yes,Female,25,,Spouse,,,,,uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b,uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-12T22:00:19Z
010104010100101220,3,No,Yes,Male,6,,Son/Daughter,,,,,uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b,uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-12T22:00:19Z
010104010100101220,4,No,Yes,Female,1,7,Son/Daughter,,,,,uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b,uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-12T22:00:19Z
010104010100101236,1,No,Yes,Male,37,,Head,,,,,uuid:3cf16b3d-c036-48c0-8301-296f626a3d9e,uuid:3cf16b3d-c036-48c0-8301-296f626a3d9e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-11T07:30:37Z
010104010100101236,2,No,Yes,Female,28,,Spouse,,,,,uuid:3cf16b3d-c036-48c0-8301-296f626a3d9e,uuid:3cf16b3d-c036-48c0-8301-296f626a3d9e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-11T07:30:37Z
010104010100101236,3,No,Yes,Male,6,,Son/Daughter,,,,,uuid:3cf16b3d-c036-48c0-8301-296f626a3d9e,uuid:3cf16b3d-c036-48c0-8301-296f626a3d9e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-11T07:30:37Z
010104088800405010,1,No,Yes,Male,33,,Head,,,,,uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c,uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-07-29T20:18:44Z
010104088800405010,2,No,Yes,Female,25,,Spouse,,,,,uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c,uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-07-29T20:18:44Z
010104088800405010,3,No,Yes,Male,5,,Son/Daughter,,,,,uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c,uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-07-29T20:18:44Z
010104088800405010,4,No,Yes,Male,1,3,Son/Daughter,,,,,uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c,uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-07-29T20:18:44Z
010105088800712018,1,No,Yes,Male,44,,Head,,,,,uuid:f4d834d4-1e41-458e-be37-9698b2d22628,uuid:f4d834d4-1e41-458e-be37-9698b2d22628/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-04T10:09:07Z
