household_id,individual_id,bi2_hhm_new,bi3_hhm_stillm,bi4_hhm_gender,bi5_hhm_age,bi5_hhm_age_months,bi6_hhm_relhhh,bi6_hhm_relhhh_other,bi7_hhm_reas,bi7_hhm_reas_other,bi8_hhm_where,key,roster_key,submissiondate
010102088801010113,1,No,Yes,Female,36,,Head,,,,,uuid:75773c65-6fb8-4a80-b36c-c2e6da9566cf,uuid:75773c65-6fb8-4a80-b36c-c2e6da9566cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-25T22:27:43Z
010102088801010113,2,No,Yes,Male,16,,Son/Daughter,,,,,uuid:75773c65-6fb8-4a80-b36c-c2e6da9566cf,uuid:75773c65-6fb8-4a80-b36c-c2e6da9566cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-25T22:27:43Z
010102088801010113,3,No,Yes,Female,13,,Son/Daughter,,,,,uuid:75773c65-6fb8-4a80-b36c-c2e6da9566cf,uuid:75773c65-6fb8-4a80-b36c-c2e6da9566cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-25T22:27:43Z
010102088801010148,1,No,Yes,Male,58,,Head,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-27T20:55:18Z
010102088801010148,2,No,Yes,Female,40,,Spouse,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-27T20:55:18Z
010102088801010148,3,No,No,Female,24,,Son/Daughter,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-27T20:55:18Z
010102088801010148,5,No,Yes,Male,17,,Son/Daughter,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-27T20:55:18Z
010102088801010148,6,No,Yes,Male,16,,Son/Daughter,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-27T20:55:18Z
010102088801010148,7,No,Yes,Male,14,,Son/Daughter,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-08-27T20:55:18Z
010102088801010148,8,No,Yes,Female,12,,Son/Daughter,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-08-27T20:55:18Z
010102088801010148,9,No,Yes,Male,6,,Son/Daughter,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-08-27T20:55:18Z
010102088801010148,10,No,Yes,Female,8,,Son/Daughter,,,,,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21,uuid:16f2ea97-1b68-4fbb-bbb2-c492698a1e21/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[9],2020-08-27T20:55:18Z
010102088801010173,1,No,Yes,Male,70,,Head,,,,,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-26T23:41:54Z
010102088801010173,2,No,Yes,Male,24,,Son/Daughter,,,,,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-26T23:41:54Z
010102088801010173,4,No,Yes,Female,18,,Son/Daughter,,,,,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-26T23:41:54Z
010102088801010173,5,No,Yes,Female,15,,Son/Daughter,,,,,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-26T23:41:54Z
010102088801010173,6,No,Yes,Male,6,,Grandchild,,,,,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-26T23:41:54Z
010102088801010173,7,No,Yes,Male,17,,Son/Daughter,,,,,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405,uuid:19ceb0de-0d5a-4b61-89a9-ad67e335b405/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-08-26T23:41:54Z
010103088800709056,1,No,Yes,Male,47,,Head,,,,,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-24T19:00:16Z
010103088800709056,2,No,Yes,Female,37,,Spouse,,,,,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-24T19:00:16Z
010103088800709056,3,No,Yes,Female,20,,Son/Daughter,,,,,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-24T19:00:16Z
010103088800709056,4,No,Yes,Female,17,,Son/Daughter,,,,,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-24T19:00:16Z
010103088800709056,5,No,Yes,Male,15,,Son/Daughter,,,,,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-24T19:00:16Z
010103088800709056,6,No,Yes,Male,13,,Son/Daughter,,,,,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-08-24T19:00:16Z
010103088800709056,7,No,Yes,Male,5,,Son/Daughter,,,,,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-08-24T19:00:16Z
010103088800709056,8,No,Yes,Female,3,10,Son/Daughter,,,,,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973,uuid:4d3301d1-139b-468e-8cfe-4dd5b9781973/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-08-24T19:00:16Z
010103088800709072,1,No,Yes,Male,45,,Head,,,,,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-25T22:28:00Z
010103088800709072,2,No,Yes,Female,38,,Spouse,,,,,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-25T22:28:00Z
010103088800709072,3,No,Yes,Male,12,,Son/Daughter,,,,,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-25T22:28:00Z
010103088800709072,4,No,Yes,Male,10,,Son/Daughter,,,,,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-25T22:28:00Z
010103088800709072,5,No,Yes,Female,7,,Son/Daughter,,,,,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-25T22:28:00Z
010103088800709072,6,No,Yes,Male,5,,Son/Daughter,,,,,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-08-25T22:28:00Z
010103088800709072,7,No,Yes,Female,3,3,Son/Daughter,,,,,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-08-25T22:28:00Z
010103088800709072,8,No,Yes,Female,78,,Father/Mother,,,,,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf,uuid:3aca83b3-d1a4-4b1f-a0b3-3f14de6803cf/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-08-25T22:28:00Z
010104010100101028,1,No,Yes,Female,40,,Head,,,,,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-31T19:32:09Z
010104010100101028,3,No,Yes,Female,21,,Son/Daughter,,,,,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-31T19:32:09Z
010104010100101028,4,No,Yes,Female,14,,Son/Daughter,,,,,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-31T19:32:09Z
010104010100101028,5,No,Yes,Male,12,,Son/Daughter,,,,,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-31T19:32:09Z
010104010100101028,6,No,Yes,Female,4,7,Son/Daughter,,,,,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde,uuid:f6deb4dc-6476-4b1e-91e8-51b2be4f0bde/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-31T19:32:09Z
010104010100101044,1,No,Yes,Female,32,,Head,,,,,uuid:5e3c1558-742e-46a6-a6d1-79f88c0f4da8,uuid:5e3c1558-742e-46a6-a6d1-79f88c0f4da8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-03T07:57:23Z
010104010100101044,2,Yes,Yes,Female,22,,Sister/Brother,,Loss of Job / Lack of Income,,Migrated from within Ethiopia,uuid:5e3c1558-742e-46a6-a6d1-79f88c0f4da8,uuid:5e3c1558-742e-46a6-a6d1-79f88c0f4da8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-03T07:57:23Z
010104010100101060,1,No,Yes,Male,25,,Head,,,,,uuid:a3bc2c77-de0e-4007-892c-fa942fe72066,uuid:a3bc2c77-de0e-4007-892c-fa942fe72066/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-28T20:33:52Z
010104010100101060,2,No,No,Female,23,,Spouse,,,,,uuid:a3bc2c77-de0e-4007-892c-fa942fe72066,uuid:a3bc2c77-de0e-4007-892c-fa942fe72066/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-28T20:33:52Z
010104010100101076,1,No,Yes,Female,40,,Head,,,,,uuid:e01dc87e-ba7a-417c-8ebc-e939408978eb,uuid:e01dc87e-ba7a-417c-8ebc-e939408978eb/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-03T22:12:39Z
010104010100101076,2,No,Yes,Male,20,,Son/Daughter,,,,,uuid:e01dc87e-ba7a-417c-8ebc-e939408978eb,uuid:e01dc87e-ba7a-417c-8ebc-e939408978eb/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-03T22:12:39Z
010104010100101076,3,No,Yes,Male,18,,Son/Daughter,,,,,uuid:e01dc87e-ba7a-417c-8ebc-e939408978eb,uuid:e01dc87e-ba7a-417c-8ebc-e939408978eb/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-09-03T22:12:39Z
010104010100101108,1,No,Yes,Male,21,,Head,,,,,uuid:c6b1eed6-e9c1-47c0-965d-11f86f080a93,uuid:c6b1eed6-e9c1-47c0-965d-11f86f080a93/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-26T23:39:56Z
010104010100101108,2,No,Yes,Female,20,,Spouse,,,,,uuid:c6b1eed6-e9c1-47c0-965d-11f86f080a93,uuid:c6b1eed6-e9c1-47c0-965d-11f86f080a93/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-26T23:39:56Z
010104010100101156,1,No,Yes,Male,55,,Head,,,,,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-26T23:40:19Z
010104010100101156,2,No,Yes,Female,37,,Spouse,,,,,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-26T23:40:19Z
010104010100101156,3,No,Yes,Female,22,,Son/Daughter,,,,,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-26T23:40:19Z
010104010100101156,4,No,Yes,Female,17,,Son/Daughter,,,,,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-26T23:40:19Z
010104010100101156,5,No,Yes,Male,14,,Son/Daughter,,,,,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-08-26T23:40:19Z
010104010100101156,6,No,Yes,Female,12,,Son/Daughter,,,,,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-08-26T23:40:19Z
010104010100101156,7,No,Yes,Female,6,,Son/Daughter,,,,,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e,uuid:7a4397ad-b775-4987-b75c-7b34a328ff8e/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-08-26T23:40:19Z
010104010100101188,1,No,Yes,Male,42,,Head,,,,,uuid:59f9e2ee-882f-4c8e-916c-f85291667516,uuid:59f9e2ee-882f-4c8e-916c-f85291667516/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-06T00:33:10Z
010104010100101188,2,No,Yes,Female,19,,Son/Daughter,,,,,uuid:59f9e2ee-882f-4c8e-916c-f85291667516,uuid:59f9e2ee-882f-4c8e-916c-f85291667516/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-06T00:33:10Z
010104010100101188,3,No,Yes,Male,13,,Son/Daughter,,,,,uuid:59f9e2ee-882f-4c8e-916c-f85291667516,uuid:59f9e2ee-882f-4c8e-916c-f85291667516/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-09-06T00:33:10Z
010104010100101188,4,No,Yes,Female,11,,Son/Daughter,,,,,uuid:59f9e2ee-882f-4c8e-916c-f85291667516,uuid:59f9e2ee-882f-4c8e-916c-f85291667516/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-09-06T00:33:10Z
010104010100101188,5,No,Yes,Female,3,7,Son/Daughter,,,,,uuid:59f9e2ee-882f-4c8e-916c-f85291667516,uuid:59f9e2ee-882f-4c8e-916c-f85291667516/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-09-06T00:33:10Z
010104010100101220,1,No,Yes,Male,28,,Head,,,,,uuid:4d334847-8285-4c45-9383-db42a3d3880f,uuid:4d334847-8285-4c45-9383-db42a3d3880f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-04T22:56:47Z
010104010100101220,2,No,Yes,Female,25,,Spouse,,,,,uuid:4d334847-8285-4c45-9383-db42a3d3880f,uuid:4d334847-8285-4c45-9383-db42a3d3880f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-04T22:56:47Z
010104010100101220,3,No,Yes,Male,6,,Son/Daughter,,,,,uuid:4d334847-8285-4c45-9383-db42a3d3880f,uuid:4d334847-8285-4c45-9383-db42a3d3880f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-09-04T22:56:47Z
010104010100101220,4,No,Yes,Female,1,7,Son/Daughter,,,,,uuid:4d334847-8285-4c45-9383-db42a3d3880f,uuid:4d334847-8285-4c45-9383-db42a3d3880f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-09-04T22:56:47Z
010104010100101236,1,No,Yes,Male,37,,Head,,,,,uuid:8b5e1aa6-3766-49b1-9f3e-3db5ed32d356,uuid:8b5e1aa6-3766-49b1-9f3e-3db5ed32d356/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-03T22:12:02Z
010104010100101236,2,No,Yes,Female,28,,Spouse,,,,,uuid:8b5e1aa6-3766-49b1-9f3e-3db5ed32d356,uuid:8b5e1aa6-3766-49b1-9f3e-3db5ed32d356/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-03T22:12:02Z
010104010100101236,3,No,Yes,Male,6,,Son/Daughter,,,,,uuid:8b5e1aa6-3766-49b1-9f3e-3db5ed32d356,uuid:8b5e1aa6-3766-49b1-9f3e-3db5ed32d356/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-09-03T22:12:02Z
010104088800405010,1,No,Yes,Male,33,,Head,,,,,uuid:b69f1674-1b06-4bb2-b153-6481b4ecbb53,uuid:b69f1674-1b06-4bb2-b153-6481b4ecbb53/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-25T22:27:35Z
010104088800405010,2,No,Yes,Female,25,,Spouse,,,,,uuid:b69f1674-1b06-4bb2-b153-6481b4ecbb53,uuid:b69f1674-1b06-4bb2-b153-6481b4ecbb53/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-25T22:27:35Z
010104088800405010,3,No,Yes,Male,5,,Son/Daughter,,,,,uuid:b69f1674-1b06-4bb2-b153-6481b4ecbb53,uuid:b69f1674-1b06-4bb2-b153-6481b4ecbb53/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-25T22:27:35Z
010104088800405010,4,No,Yes,Male,1,3,Son/Daughter,,,,,uuid:b69f1674-1b06-4bb2-b153-6481b4ecbb53,uuid:b69f1674-1b06-4bb2-b153-6481b4ecbb53/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-25T22:27:35Z
010105088800712018,1,No,Yes,Male,44,,Head,,,,,uuid:4c10867c-b235-49b7-865a-b5eccbcb5c0f,uuid:4c10867c-b235-49b7-865a-b5eccbcb5c0f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-27T20:55:31Z
010105088800712018,2,No,Yes,Female,28,,Spouse,,,,,uuid:4c10867c-b235-49b7-865a-b5eccbcb5c0f,uuid:4c10867c-b235-49b7-865a-b5eccbcb5c0f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-27T20:55:31Z
010105088800712018,3,No,Yes,Female,7,,Son/Daughter,,,,,uuid:4c10867c-b235-49b7-865a-b5eccbcb5c0f,uuid:4c10867c-b235-49b7-865a-b5eccbcb5c0f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-08-27T20:55:31Z
010105088800712018,4,No,Yes,Male,3,2,Son/Daughter,,,,,uuid:4c10867c-b235-49b7-865a-b5eccbcb5c0f,uuid:4c10867c-b235-49b7-865a-b5eccbcb5c0f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-08-27T20:55:31Z
010105088800712045,1,No,Yes,Male,33,,Head,,,,,uuid:5c39f38d-85b2-4169-a8e3-602e303a8ceb,uuid:5c39f38d-85b2-4169-a8e3-602e303a8ceb/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-06T09:21:19Z
010105088800712045,2,No,Yes,Female,22,,Spouse,,,,,uuid:5c39f38d-85b2-4169-a8e3-602e303a8ceb,uuid:5c39f38d-85b2-4169-a8e3-602e303a8ceb/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-06T09:21:19Z
010105088800712045,3,No,Yes,Female,20,,Other Relative,,,,,uuid:5c39f38d-85b2-4169-a8e3-602e303a8ceb,uuid:5c39f38d-85b2-4169-a8e3-602e303a8ceb/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-09-06T09:21:19Z
010105088800712045,5,No,Yes,Female,1,12,Son/Daughter,,,,,uuid:5c39f38d-85b2-4169-a8e3-602e303a8ceb,uuid:5c39f38d-85b2-4169-a8e3-602e303a8ceb/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-09-06T09:21:19Z
010105088800712049,1,No,Yes,Male,44,,Head,,,,,uuid:5dcbf434-56ca-482b-b5ba-02d415160494,uuid:5dcbf434-56ca-482b-b5ba-02d415160494/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-08-26T23:39:25Z
010105088800712049,2,No,Yes,Female,25,,Spouse,,,,,uuid:5dcbf434-56ca-482b-b5ba-02d415160494,uuid:5dcbf434-56ca-482b-b5ba-02d415160494/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-08-26T23:39:25Z
