ea_id,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq14,saq21
060401088802401,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,1. RURAL,**CONFIDENTIAL**
070104088801204,7. SNNP,01,04,8,88,012,04,1. RURAL,**CONFIDENTIAL**
070108088800802,7. SNNP,01,08,8,88,008,02,1. RURAL,**CONFIDENTIAL**
070110010100205,7. SNNP,01,10,1,1,002,05,2. URBAN,**CONFIDENTIAL**
070112088800907,7. SNNP,01,12,8,88,009,07,1. RURAL,**CONFIDENTIAL**
070205030100103,7. SNNP,02,05,3,1,001,03,2. URBAN,**CONFIDENTIAL**
070205088801202,7. SNNP,02,05,8,88,012,02,1. RURAL,**CONFIDENTIAL**
070210088801703,7. SNNP,02,10,8,88,017,03,1. RURAL,**CONFIDENTIAL**
070211010100614,7. SNNP,02,11,1,1,006,14,2. URBAN,**CONFIDENTIAL**
070302088800701,7. SNNP,03,02,8,88,007,01,1. RURAL,**CONFIDENTIAL**
070305088801101,7. SNNP,03,05,8,88,011,01,1. RURAL,**CONFIDENTIAL**
070309010100307,7. SNNP,03,09,1,1,003,07,2. URBAN,**CONFIDENTIAL**
070403088802407,7. SNNP,04,03,8,88,024,07,1. RURAL,**CONFIDENTIAL**
070407088801207,7. SNNP,04,07,8,88,012,07,1. RURAL,**CONFIDENTIAL**
070409010100108,7. SNNP,04,09,1,1,001,08,2. URBAN,**CONFIDENTIAL**
070410088800810,7. SNNP,04,10,8,88,008,10,1. RURAL,**CONFIDENTIAL**
070414088800609,7. SNNP,04,14,8,88,006,09,1. RURAL,**CONFIDENTIAL**
070418088801803,7. SNNP,04,18,8,88,018,03,1. RURAL,**CONFIDENTIAL**
070420010100106,7. SNNP,04,20,1,1,001,06,2. URBAN,**CONFIDENTIAL**
070501088800605,7. SNNP,05,01,8,88,006,05,1. RURAL,**CONFIDENTIAL**
070503088801401,7. SNNP,05,03,8,88,014,01,1. RURAL,**CONFIDENTIAL**
070602088802005,7. SNNP,06,02,8,88,020,05,1. RURAL,**CONFIDENTIAL**
070603010100105,7. SNNP,06,03,1,1,001,05,2. URBAN,**CONFIDENTIAL**
070606088801009,7. SNNP,06,06,8,88,010,09,1. RURAL,**CONFIDENTIAL**
070610088800907,7. SNNP,06,10,8,88,009,07,1. RURAL,**CONFIDENTIAL**
070613010100707,7. SNNP,06,13,1,1,007,07,2. URBAN,**CONFIDENTIAL**
070701010100104,7. SNNP,07,01,1,1,001,04,2. URBAN,**CONFIDENTIAL**
070702088802709,7. SNNP,07,02,8,88,027,09,1. RURAL,**CONFIDENTIAL**
070706088801507,7. SNNP,07,06,8,88,015,07,1. RURAL,**CONFIDENTIAL**
070904030100101,7. SNNP,09,04,3,1,001,01,2. URBAN,**CONFIDENTIAL**
070904088801204,7. SNNP,09,04,8,88,012,04,1. RURAL,**CONFIDENTIAL**
070909088800504,7. SNNP,09,09,8,88,005,04,1. RURAL,**CONFIDENTIAL**
071003088801004,7. SNNP,10,03,8,88,010,04,1. RURAL,**CONFIDENTIAL**
071005020100101,7. SNNP,10,05,2,1,001,01,2. URBAN,**CONFIDENTIAL**
071008088801603,7. SNNP,10,08,8,88,016,03,1. RURAL,**CONFIDENTIAL**
071013088801005,7. SNNP,10,13,8,88,010,05,1. RURAL,**CONFIDENTIAL**
071016010100610,7. SNNP,10,16,1,1,006,10,2. URBAN,**CONFIDENTIAL**
071104088800912,7. SNNP,11,04,8,88,009,12,1. RURAL,**CONFIDENTIAL**
071110010100102,7. SNNP,11,10,1,1,001,02,2. URBAN,**CONFIDENTIAL**
071110088800906,7. SNNP,11,10,8,88,009,06,1. RURAL,**CONFIDENTIAL**
071201088801101,7. SNNP,12,01,8,88,011,01,1. RURAL,**CONFIDENTIAL**
071201088802507,7. SNNP,12,01,8,88,025,07,1. RURAL,**CONFIDENTIAL**
071304010100212,7. SNNP,13,04,1,1,002,12,2. URBAN,**CONFIDENTIAL**
071308010100210,7. SNNP,13,08,1,1,002,10,2. URBAN,**CONFIDENTIAL**
071501030100102,7. SNNP,15,01,3,1,001,02,2. URBAN,**CONFIDENTIAL**
071502088801308,7. SNNP,15,02,8,88,013,08,1. RURAL,**CONFIDENTIAL**
071504088803610,7. SNNP,15,04,8,88,036,10,1. RURAL,**CONFIDENTIAL**
071601088800404,7. SNNP,16,01,8,88,004,04,1. RURAL,**CONFIDENTIAL**
071601088804904,7. SNNP,16,01,8,88,049,04,1. RURAL,**CONFIDENTIAL**
071701030100103,7. SNNP,17,01,3,1,001,03,2. URBAN,**CONFIDENTIAL**
071701088802301,7. SNNP,17,01,8,88,023,01,1. RURAL,**CONFIDENTIAL**
071704088800902,7. SNNP,17,04,8,88,009,02,1. RURAL,**CONFIDENTIAL**
071801088800504,7. SNNP,18,01,8,88,005,04,1. RURAL,**CONFIDENTIAL**
071801088801406,7. SNNP,18,01,8,88,014,06,1. RURAL,**CONFIDENTIAL**
071901088801705,7. SNNP,19,01,8,88,017,05,1. RURAL,**CONFIDENTIAL**
071901088803902,7. SNNP,19,01,8,88,039,02,1. RURAL,**CONFIDENTIAL**
072001088800308,7. SNNP,20,01,8,88,003,08,1. RURAL,**CONFIDENTIAL**
072003088802401,7. SNNP,20,03,8,88,024,01,1. RURAL,**CONFIDENTIAL**
072005010100203,7. SNNP,20,05,1,1,002,03,2. URBAN,**CONFIDENTIAL**
120101088801001,12. GAMBELA,01,01,8,88,010,01,1. RURAL,**CONFIDENTIAL**
120102088800501,12. GAMBELA,01,02,8,88,005,01,1. RURAL,**CONFIDENTIAL**
120103010100101,12. GAMBELA,01,03,1,1,001,01,2. URBAN,**CONFIDENTIAL**
120103010100402,12. GAMBELA,01,03,1,1,004,02,2. URBAN,**CONFIDENTIAL**
120103088800301,12. GAMBELA,01,03,8,88,003,01,1. RURAL,**CONFIDENTIAL**
120105010100102,12. GAMBELA,01,05,1,1,001,02,2. URBAN,**CONFIDENTIAL**
120105030100103,12. GAMBELA,01,05,3,1,001,03,2. URBAN,**CONFIDENTIAL**
120105088800804,12. GAMBELA,01,05,8,88,008,04,1. RURAL,**CONFIDENTIAL**
120105088801201,12. GAMBELA,01,05,8,88,012,01,1. RURAL,**CONFIDENTIAL**
120106010100108,12. GAMBELA,01,06,1,1,001,08,2. URBAN,**CONFIDENTIAL**
120106010100205,12. GAMBELA,01,06,1,1,002,05,2. URBAN,**CONFIDENTIAL**
120106010100215,12. GAMBELA,01,06,1,1,002,15,2. URBAN,**CONFIDENTIAL**
120106010100303,12. GAMBELA,01,06,1,1,003,03,2. URBAN,**CONFIDENTIAL**
120106010100313,12. GAMBELA,01,06,1,1,003,13,2. URBAN,**CONFIDENTIAL**
120106010100323,12. GAMBELA,01,06,1,1,003,23,2. URBAN,**CONFIDENTIAL**
120106010100504,12. GAMBELA,01,06,1,1,005,04,2. URBAN,**CONFIDENTIAL**
120106010100515,12. GAMBELA,01,06,1,1,005,15,2. URBAN,**CONFIDENTIAL**
120106010100525,12. GAMBELA,01,06,1,1,005,25,2. URBAN,**CONFIDENTIAL**
120201010100102,12. GAMBELA,02,01,1,1,001,02,2. URBAN,**CONFIDENTIAL**
120201088800501,12. GAMBELA,02,01,8,88,005,01,1. RURAL,**CONFIDENTIAL**
120201088802501,12. GAMBELA,02,01,8,88,025,01,1. RURAL,**CONFIDENTIAL**
120202088802101,12. GAMBELA,02,02,8,88,021,01,1. RURAL,**CONFIDENTIAL**
120203010100102,12. GAMBELA,02,03,1,1,001,02,2. URBAN,**CONFIDENTIAL**
120205010100101,12. GAMBELA,02,05,1,1,001,01,2. URBAN,**CONFIDENTIAL**
120301010100101,12. GAMBELA,03,01,1,1,001,01,2. URBAN,**CONFIDENTIAL**
120301010100113,12. GAMBELA,03,01,1,1,001,13,2. URBAN,**CONFIDENTIAL**
120301010100211,12. GAMBELA,03,01,1,1,002,11,2. URBAN,**CONFIDENTIAL**
120301088800101,12. GAMBELA,03,01,8,88,001,01,1. RURAL,**CONFIDENTIAL**
120301088800201,12. GAMBELA,03,01,8,88,002,01,1. RURAL,**CONFIDENTIAL**
120301088800404,12. GAMBELA,03,01,8,88,004,04,1. RURAL,**CONFIDENTIAL**
120301088800707,12. GAMBELA,03,01,8,88,007,07,1. RURAL,**CONFIDENTIAL**
120301088801001,12. GAMBELA,03,01,8,88,010,01,1. RURAL,**CONFIDENTIAL**
120302088800703,12. GAMBELA,03,02,8,88,007,03,1. RURAL,**CONFIDENTIAL**
120302088800803,12. GAMBELA,03,02,8,88,008,03,1. RURAL,**CONFIDENTIAL**
120302088801002,12. GAMBELA,03,02,8,88,010,02,1. RURAL,**CONFIDENTIAL**
120302088801501,12. GAMBELA,03,02,8,88,015,01,1. RURAL,**CONFIDENTIAL**
120401010100108,12. GAMBELA,04,01,1,1,001,08,2. URBAN,**CONFIDENTIAL**
120401088800504,12. GAMBELA,04,01,8,88,005,04,1. RURAL,**CONFIDENTIAL**
120401088801403,12. GAMBELA,04,01,8,88,014,03,1. RURAL,**CONFIDENTIAL**
130101088800107,13. HARAR,01,01,8,88,001,07,1. RURAL,**CONFIDENTIAL**
130101088800202,13. HARAR,01,01,8,88,002,02,1. RURAL,**CONFIDENTIAL**
130101088800208,13. HARAR,01,01,8,88,002,08,1. RURAL,**CONFIDENTIAL**
130101088800309,13. HARAR,01,01,8,88,003,09,1. RURAL,**CONFIDENTIAL**
130101088800407,13. HARAR,01,01,8,88,004,07,1. RURAL,**CONFIDENTIAL**
130101088800503,13. HARAR,01,01,8,88,005,03,1. RURAL,**CONFIDENTIAL**
130101088800702,13. HARAR,01,01,8,88,007,02,1. RURAL,**CONFIDENTIAL**
130102088800104,13. HARAR,01,02,8,88,001,04,1. RURAL,**CONFIDENTIAL**
130102088800111,13. HARAR,01,02,8,88,001,11,1. RURAL,**CONFIDENTIAL**
130102088800301,13. HARAR,01,02,8,88,003,01,1. RURAL,**CONFIDENTIAL**
130102088800408,13. HARAR,01,02,8,88,004,08,1. RURAL,**CONFIDENTIAL**
130102088800415,13. HARAR,01,02,8,88,004,15,1. RURAL,**CONFIDENTIAL**
130102088800511,13. HARAR,01,02,8,88,005,11,1. RURAL,**CONFIDENTIAL**
130102088800608,13. HARAR,01,02,8,88,006,08,1. RURAL,**CONFIDENTIAL**
130103088800103,13. HARAR,01,03,8,88,001,03,1. RURAL,**CONFIDENTIAL**
130103088800211,13. HARAR,01,03,8,88,002,11,1. RURAL,**CONFIDENTIAL**
130103088800305,13. HARAR,01,03,8,88,003,05,1. RURAL,**CONFIDENTIAL**
130103088800402,13. HARAR,01,03,8,88,004,02,1. RURAL,**CONFIDENTIAL**
130104010100101,13. HARAR,01,04,1,1,001,01,2. URBAN,**CONFIDENTIAL**
130104010100202,13. HARAR,01,04,1,1,002,02,2. URBAN,**CONFIDENTIAL**
130104010100210,13. HARAR,01,04,1,1,002,10,2. URBAN,**CONFIDENTIAL**
130104010100219,13. HARAR,01,04,1,1,002,19,2. URBAN,**CONFIDENTIAL**
130104010100226,13. HARAR,01,04,1,1,002,26,2. URBAN,**CONFIDENTIAL**
130104010100305,13. HARAR,01,04,1,1,003,05,2. URBAN,**CONFIDENTIAL**
130104010100312,13. HARAR,01,04,1,1,003,12,2. URBAN,**CONFIDENTIAL**
130104010100321,13. HARAR,01,04,1,1,003,21,2. URBAN,**CONFIDENTIAL**
130105010100102,13. HARAR,01,05,1,1,001,02,2. URBAN,**CONFIDENTIAL**
130105010100203,13. HARAR,01,05,1,1,002,03,2. URBAN,**CONFIDENTIAL**
130105010100209,13. HARAR,01,05,1,1,002,09,2. URBAN,**CONFIDENTIAL**
130106010100101,13. HARAR,01,06,1,1,001,01,2. URBAN,**CONFIDENTIAL**
130106010100108,13. HARAR,01,06,1,1,001,08,2. URBAN,**CONFIDENTIAL**
130106010100201,13. HARAR,01,06,1,1,002,01,2. URBAN,**CONFIDENTIAL**
130106010100208,13. HARAR,01,06,1,1,002,08,2. URBAN,**CONFIDENTIAL**
130106010100304,13. HARAR,01,06,1,1,003,04,2. URBAN,**CONFIDENTIAL**
130107010100103,13. HARAR,01,07,1,1,001,03,2. URBAN,**CONFIDENTIAL**
130107010100208,13. HARAR,01,07,1,1,002,08,2. URBAN,**CONFIDENTIAL**
130107010100305,13. HARAR,01,07,1,1,003,05,2. URBAN,**CONFIDENTIAL**
130108010100203,13. HARAR,01,08,1,1,002,03,2. URBAN,**CONFIDENTIAL**
130108010100301,13. HARAR,01,08,1,1,003,01,2. URBAN,**CONFIDENTIAL**
130108010100309,13. HARAR,01,08,1,1,003,09,2. URBAN,**CONFIDENTIAL**
130108010100317,13. HARAR,01,08,1,1,003,17,2. URBAN,**CONFIDENTIAL**
130109010100303,13. HARAR,01,09,1,1,003,03,2. URBAN,**CONFIDENTIAL**
140101010100114,14. ADDIS ABABA,01,01,1,1,001,14,2. URBAN,**CONFIDENTIAL**
140104010100403,14. ADDIS ABABA,01,04,1,1,004,03,2. URBAN,**CONFIDENTIAL**
140107010100712,14. ADDIS ABABA,01,07,1,1,007,12,2. URBAN,**CONFIDENTIAL**
140109010100904,14. ADDIS ABABA,01,09,1,1,009,04,2. URBAN,**CONFIDENTIAL**
140202010200210,14. ADDIS ABABA,02,02,1,2,002,10,2. URBAN,**CONFIDENTIAL**
140205010200504,14. ADDIS ABABA,02,05,1,2,005,04,2. URBAN,**CONFIDENTIAL**
140208010200823,14. ADDIS ABABA,02,08,1,2,008,23,2. URBAN,**CONFIDENTIAL**
140301010300138,14. ADDIS ABABA,03,01,1,3,001,38,2. URBAN,**CONFIDENTIAL**
140303010300315,14. ADDIS ABABA,03,03,1,3,003,15,2. URBAN,**CONFIDENTIAL**
140303010300329,14. ADDIS ABABA,03,03,1,3,003,29,2. URBAN,**CONFIDENTIAL**
140305010300533,14. ADDIS ABABA,03,05,1,3,005,33,2. URBAN,**CONFIDENTIAL**
140307010300706,14. ADDIS ABABA,03,07,1,3,007,06,2. URBAN,**CONFIDENTIAL**
140309010300913,14. ADDIS ABABA,03,09,1,3,009,13,2. URBAN,**CONFIDENTIAL**
140311010301140,14. ADDIS ABABA,03,11,1,3,011,40,2. URBAN,**CONFIDENTIAL**
140313010301371,14. ADDIS ABABA,03,13,1,3,013,71,2. URBAN,**CONFIDENTIAL**
140401010400123,14. ADDIS ABABA,04,01,1,4,001,23,2. URBAN,**CONFIDENTIAL**
140405010400515,14. ADDIS ABABA,04,05,1,4,005,15,2. URBAN,**CONFIDENTIAL**
140501010500113,14. ADDIS ABABA,05,01,1,5,001,13,2. URBAN,**CONFIDENTIAL**
140504010500449,14. ADDIS ABABA,05,04,1,5,004,49,2. URBAN,**CONFIDENTIAL**
140509010500925,14. ADDIS ABABA,05,09,1,5,009,25,2. URBAN,**CONFIDENTIAL**
140602010600224,14. ADDIS ABABA,06,02,1,6,002,24,2. URBAN,**CONFIDENTIAL**
140606010600617,14. ADDIS ABABA,06,06,1,6,006,17,2. URBAN,**CONFIDENTIAL**
140701010700106,14. ADDIS ABABA,07,01,1,7,001,06,2. URBAN,**CONFIDENTIAL**
140702010700258,14. ADDIS ABABA,07,02,1,7,002,58,2. URBAN,**CONFIDENTIAL**
140705010700528,14. ADDIS ABABA,07,05,1,7,005,28,2. URBAN,**CONFIDENTIAL**
140707010700732,14. ADDIS ABABA,07,07,1,7,007,32,2. URBAN,**CONFIDENTIAL**
140710010701008,14. ADDIS ABABA,07,10,1,7,010,08,2. URBAN,**CONFIDENTIAL**
140711010701116,14. ADDIS ABABA,07,11,1,7,011,16,2. URBAN,**CONFIDENTIAL**
140712010701250,14. ADDIS ABABA,07,12,1,7,012,50,2. URBAN,**CONFIDENTIAL**
140712010701264,14. ADDIS ABABA,07,12,1,7,012,64,2. URBAN,**CONFIDENTIAL**
140713010701371,14. ADDIS ABABA,07,13,1,7,013,71,2. URBAN,**CONFIDENTIAL**
140801010800119,14. ADDIS ABABA,08,01,1,8,001,19,2. URBAN,**CONFIDENTIAL**
140804010800447,14. ADDIS ABABA,08,04,1,8,004,47,2. URBAN,**CONFIDENTIAL**
140807010800749,14. ADDIS ABABA,08,07,1,8,007,49,2. URBAN,**CONFIDENTIAL**
140809010800932,14. ADDIS ABABA,08,09,1,8,009,32,2. URBAN,**CONFIDENTIAL**
140810010801022,14. ADDIS ABABA,08,10,1,8,010,22,2. URBAN,**CONFIDENTIAL**
140810010801057,14. ADDIS ABABA,08,10,1,8,010,57,2. URBAN,**CONFIDENTIAL**
140812010801246,14. ADDIS ABABA,08,12,1,8,012,46,2. URBAN,**CONFIDENTIAL**
140813010801344,14. ADDIS ABABA,08,13,1,8,013,44,2. URBAN,**CONFIDENTIAL**
140901010900115,14. ADDIS ABABA,09,01,1,9,001,15,2. URBAN,**CONFIDENTIAL**
140901010900128,14. ADDIS ABABA,09,01,1,9,001,28,2. URBAN,**CONFIDENTIAL**
140902010900263,14. ADDIS ABABA,09,02,1,9,002,63,2. URBAN,**CONFIDENTIAL**
140905010900503,14. ADDIS ABABA,09,05,1,9,005,03,2. URBAN,**CONFIDENTIAL**
140906010900663,14. ADDIS ABABA,09,06,1,9,006,63,2. URBAN,**CONFIDENTIAL**
140909010900935,14. ADDIS ABABA,09,09,1,9,009,35,2. URBAN,**CONFIDENTIAL**
140911010901147,14. ADDIS ABABA,09,11,1,9,011,47,2. URBAN,**CONFIDENTIAL**
140912010901207,14. ADDIS ABABA,09,12,1,9,012,07,2. URBAN,**CONFIDENTIAL**
141001011000136,14. ADDIS ABABA,10,01,1,10,001,36,2. URBAN,**CONFIDENTIAL**
141004011000409,14. ADDIS ABABA,10,04,1,10,004,09,2. URBAN,**CONFIDENTIAL**
141005011000511,14. ADDIS ABABA,10,05,1,10,005,11,2. URBAN,**CONFIDENTIAL**
141007011000713,14. ADDIS ABABA,10,07,1,10,007,13,2. URBAN,**CONFIDENTIAL**
141008011000847,14. ADDIS ABABA,10,08,1,10,008,47,2. URBAN,**CONFIDENTIAL**
150101010100105,15. DIRE DAWA,01,01,1,1,001,05,2. URBAN,**CONFIDENTIAL**
150101010100117,15. DIRE DAWA,01,01,1,1,001,17,2. URBAN,**CONFIDENTIAL**
150101010100305,15. DIRE DAWA,01,01,1,1,003,05,2. URBAN,**CONFIDENTIAL**
150101010100318,15. DIRE DAWA,01,01,1,1,003,18,2. URBAN,**CONFIDENTIAL**
150101010100330,15. DIRE DAWA,01,01,1,1,003,30,2. URBAN,**CONFIDENTIAL**
150101010100344,15. DIRE DAWA,01,01,1,1,003,44,2. URBAN,**CONFIDENTIAL**
150101010100357,15. DIRE DAWA,01,01,1,1,003,57,2. URBAN,**CONFIDENTIAL**
150101010100370,15. DIRE DAWA,01,01,1,1,003,70,2. URBAN,**CONFIDENTIAL**
150101010100383,15. DIRE DAWA,01,01,1,1,003,83,2. URBAN,**CONFIDENTIAL**
150101010100407,15. DIRE DAWA,01,01,1,1,004,07,2. URBAN,**CONFIDENTIAL**
150101010100420,15. DIRE DAWA,01,01,1,1,004,20,2. URBAN,**CONFIDENTIAL**
150101010100431,15. DIRE DAWA,01,01,1,1,004,31,2. URBAN,**CONFIDENTIAL**
150101010100511,15. DIRE DAWA,01,01,1,1,005,11,2. URBAN,**CONFIDENTIAL**
150101010100524,15. DIRE DAWA,01,01,1,1,005,24,2. URBAN,**CONFIDENTIAL**
150101010100538,15. DIRE DAWA,01,01,1,1,005,38,2. URBAN,**CONFIDENTIAL**
150101010100550,15. DIRE DAWA,01,01,1,1,005,50,2. URBAN,**CONFIDENTIAL**
150101010100607,15. DIRE DAWA,01,01,1,1,006,07,2. URBAN,**CONFIDENTIAL**
150101010100620,15. DIRE DAWA,01,01,1,1,006,20,2. URBAN,**CONFIDENTIAL**
150101010100712,15. DIRE DAWA,01,01,1,1,007,12,2. URBAN,**CONFIDENTIAL**
150101010100726,15. DIRE DAWA,01,01,1,1,007,26,2. URBAN,**CONFIDENTIAL**
150101010100807,15. DIRE DAWA,01,01,1,1,008,07,2. URBAN,**CONFIDENTIAL**
150101010100822,15. DIRE DAWA,01,01,1,1,008,22,2. URBAN,**CONFIDENTIAL**
150101010100912,15. DIRE DAWA,01,01,1,1,009,12,2. URBAN,**CONFIDENTIAL**
150101010101001,15. DIRE DAWA,01,01,1,1,010,01,2. URBAN,**CONFIDENTIAL**
150101010101013,15. DIRE DAWA,01,01,1,1,010,13,2. URBAN,**CONFIDENTIAL**
150101010101026,15. DIRE DAWA,01,01,1,1,010,26,2. URBAN,**CONFIDENTIAL**
150101010110304,15. DIRE DAWA,01,01,1,1,103,04,2. URBAN,**CONFIDENTIAL**
150101010110317,15. DIRE DAWA,01,01,1,1,103,17,2. URBAN,**CONFIDENTIAL**
150101088800302,15. DIRE DAWA,01,01,8,88,003,02,1. RURAL,**CONFIDENTIAL**
150101088800411,15. DIRE DAWA,01,01,8,88,004,11,2. URBAN,**CONFIDENTIAL**
150101088800501,15. DIRE DAWA,01,01,8,88,005,01,1. RURAL,**CONFIDENTIAL**
150101088801007,15. DIRE DAWA,01,01,8,88,010,07,1. RURAL,**CONFIDENTIAL**
150101088801401,15. DIRE DAWA,01,01,8,88,014,01,1. RURAL,**CONFIDENTIAL**
150101088801705,15. DIRE DAWA,01,01,8,88,017,05,1. RURAL,**CONFIDENTIAL**
150101088802010,15. DIRE DAWA,01,01,8,88,020,10,1. RURAL,**CONFIDENTIAL**
150101088802301,15. DIRE DAWA,01,01,8,88,023,01,1. RURAL,**CONFIDENTIAL**
150101088802507,15. DIRE DAWA,01,01,8,88,025,07,1. RURAL,**CONFIDENTIAL**
150101088802704,15. DIRE DAWA,01,01,8,88,027,04,1. RURAL,**CONFIDENTIAL**
150101088802908,15. DIRE DAWA,01,01,8,88,029,08,2. URBAN,**CONFIDENTIAL**
150101088803105,15. DIRE DAWA,01,01,8,88,031,05,1. RURAL,**CONFIDENTIAL**
150101088803404,15. DIRE DAWA,01,01,8,88,034,04,1. RURAL,**CONFIDENTIAL**
150101088803701,15. DIRE DAWA,01,01,8,88,037,01,1. RURAL,**CONFIDENTIAL**
