ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs10q01,cs10q01_oth,cs10q04a,cs10q04b,cs10q04c,cs10q05__Latitude,cs10q05__Longitude,cs10q05__Accuracy,cs10q05__Altitude,cs10q05__Timestamp
071504088803610,1. RURAL,7. SNNP,15,04,8,88,036,10,1. MARKETPLACE,,26,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071601088800404,1. RURAL,7. SNNP,16,01,8,88,004,04,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071601088804904,1. RURAL,7. SNNP,16,01,8,88,049,04,1. MARKETPLACE,,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071701030100103,2. URBAN,7. SNNP,17,01,3,1,001,03,1. MARKETPLACE,,16,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071701088802301,1. RURAL,7. SNNP,17,01,8,88,023,01,1. MARKETPLACE,,18,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071704088800902,1. RURAL,7. SNNP,17,04,8,88,009,02,1. MARKETPLACE,,19,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071801088800504,1. RURAL,7. SNNP,18,01,8,88,005,04,1. MARKETPLACE,,25,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071801088801406,1. RURAL,7. SNNP,18,01,8,88,014,06,1. MARKETPLACE,,22,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071901088801705,1. RURAL,7. SNNP,19,01,8,88,017,05,1. MARKETPLACE,,16,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
071901088803902,1. RURAL,7. SNNP,19,01,8,88,039,02,1. MARKETPLACE,,13,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
072001088800308,1. RURAL,7. SNNP,20,01,8,88,003,08,1. MARKETPLACE,,19,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
072003088802401,1. RURAL,7. SNNP,20,03,8,88,024,01,1. MARKETPLACE,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
072005010100203,2. URBAN,7. SNNP,20,05,1,1,002,03,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120101088801001,1. RURAL,12. GAMBELA,01,01,8,88,010,01,2. SHOPS/STALLS,,25,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120102088800501,1. RURAL,12. GAMBELA,01,02,8,88,005,01,1. MARKETPLACE,,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120103010100101,2. URBAN,12. GAMBELA,01,03,1,1,001,01,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120103010100402,2. URBAN,12. GAMBELA,01,03,1,1,004,02,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120103088800301,1. RURAL,12. GAMBELA,01,03,8,88,003,01,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120105010100102,2. URBAN,12. GAMBELA,01,05,1,1,001,02,2. SHOPS/STALLS,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120105030100103,2. URBAN,12. GAMBELA,01,05,3,1,001,03,1. MARKETPLACE,,26,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120105088800804,1. RURAL,12. GAMBELA,01,05,8,88,008,04,1. MARKETPLACE,,22,9. May,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120105088801201,1. RURAL,12. GAMBELA,01,05,8,88,012,01,1. MARKETPLACE,,21,9. May,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100108,2. URBAN,12. GAMBELA,01,06,1,1,001,08,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100205,2. URBAN,12. GAMBELA,01,06,1,1,002,05,2. SHOPS/STALLS,,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100215,2. URBAN,12. GAMBELA,01,06,1,1,002,15,2. SHOPS/STALLS,,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100303,2. URBAN,12. GAMBELA,01,06,1,1,003,03,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100313,2. URBAN,12. GAMBELA,01,06,1,1,003,13,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100323,2. URBAN,12. GAMBELA,01,06,1,1,003,23,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100504,2. URBAN,12. GAMBELA,01,06,1,1,005,04,2. SHOPS/STALLS,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100515,2. URBAN,12. GAMBELA,01,06,1,1,005,15,2. SHOPS/STALLS,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120106010100525,2. URBAN,12. GAMBELA,01,06,1,1,005,25,2. SHOPS/STALLS,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120201010100102,2. URBAN,12. GAMBELA,02,01,1,1,001,02,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120201088800501,1. RURAL,12. GAMBELA,02,01,8,88,005,01,2. SHOPS/STALLS,,12,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120201088802501,1. RURAL,12. GAMBELA,02,01,8,88,025,01,2. SHOPS/STALLS,,12,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120202088802101,1. RURAL,12. GAMBELA,02,02,8,88,021,01,2. SHOPS/STALLS,,18,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120203010100102,2. URBAN,12. GAMBELA,02,03,1,1,001,02,2. SHOPS/STALLS,,15,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120205010100101,2. URBAN,12. GAMBELA,02,05,1,1,001,01,2. SHOPS/STALLS,,15,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120301010100101,2. URBAN,12. GAMBELA,03,01,1,1,001,01,3. OTHER (SPECIFY),Megazene,26,10. June,2019,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120301010100113,2. URBAN,12. GAMBELA,03,01,1,1,001,13,3. OTHER (SPECIFY),Megazene,26,10. June,2019,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120301010100211,2. URBAN,12. GAMBELA,03,01,1,1,002,11,3. OTHER (SPECIFY),megazen,27,10. June,2019,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120301088800101,1. RURAL,12. GAMBELA,03,01,8,88,001,01,2. SHOPS/STALLS,,18,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120301088800201,1. RURAL,12. GAMBELA,03,01,8,88,002,01,2. SHOPS/STALLS,,21,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120301088800404,1. RURAL,12. GAMBELA,03,01,8,88,004,04,2. SHOPS/STALLS,,19,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120301088800707,1. RURAL,12. GAMBELA,03,01,8,88,007,07,1. MARKETPLACE,,22,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120301088801001,1. RURAL,12. GAMBELA,03,01,8,88,010,01,2. SHOPS/STALLS,,19,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120302088800703,1. RURAL,12. GAMBELA,03,02,8,88,007,03,1. MARKETPLACE,,22,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120302088800803,1. RURAL,12. GAMBELA,03,02,8,88,008,03,1. MARKETPLACE,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120302088801002,1. RURAL,12. GAMBELA,03,02,8,88,010,02,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120302088801501,1. RURAL,12. GAMBELA,03,02,8,88,015,01,1. MARKETPLACE,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120401010100108,2. URBAN,12. GAMBELA,04,01,1,1,001,08,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120401088800504,1. RURAL,12. GAMBELA,04,01,8,88,005,04,2. SHOPS/STALLS,,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
120401088801403,1. RURAL,12. GAMBELA,04,01,8,88,014,03,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130101088800107,1. RURAL,13. HARAR,01,01,8,88,001,07,1. MARKETPLACE,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130101088800202,1. RURAL,13. HARAR,01,01,8,88,002,02,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130101088800208,1. RURAL,13. HARAR,01,01,8,88,002,08,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130101088800309,1. RURAL,13. HARAR,01,01,8,88,003,09,1. MARKETPLACE,,29,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130101088800407,1. RURAL,13. HARAR,01,01,8,88,004,07,1. MARKETPLACE,,24,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130101088800503,1. RURAL,13. HARAR,01,01,8,88,005,03,2. SHOPS/STALLS,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130101088800702,1. RURAL,13. HARAR,01,01,8,88,007,02,1. MARKETPLACE,,30,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130102088800104,1. RURAL,13. HARAR,01,02,8,88,001,04,2. SHOPS/STALLS,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130102088800111,1. RURAL,13. HARAR,01,02,8,88,001,11,2. SHOPS/STALLS,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130102088800301,1. RURAL,13. HARAR,01,02,8,88,003,01,2. SHOPS/STALLS,,25,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130102088800408,1. RURAL,13. HARAR,01,02,8,88,004,08,1. MARKETPLACE,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130102088800415,1. RURAL,13. HARAR,01,02,8,88,004,15,1. MARKETPLACE,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130102088800511,1. RURAL,13. HARAR,01,02,8,88,005,11,1. MARKETPLACE,,29,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130102088800608,1. RURAL,13. HARAR,01,02,8,88,006,08,1. MARKETPLACE,,25,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130103088800103,1. RURAL,13. HARAR,01,03,8,88,001,03,2. SHOPS/STALLS,,27,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130103088800211,1. RURAL,13. HARAR,01,03,8,88,002,11,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130103088800305,1. RURAL,13. HARAR,01,03,8,88,003,05,1. MARKETPLACE,,17,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130103088800402,1. RURAL,13. HARAR,01,03,8,88,004,02,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130104010100101,2. URBAN,13. HARAR,01,04,1,1,001,01,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130104010100202,2. URBAN,13. HARAR,01,04,1,1,002,02,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130104010100210,2. URBAN,13. HARAR,01,04,1,1,002,10,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130104010100219,2. URBAN,13. HARAR,01,04,1,1,002,19,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130104010100226,2. URBAN,13. HARAR,01,04,1,1,002,26,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130104010100305,2. URBAN,13. HARAR,01,04,1,1,003,05,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130104010100312,2. URBAN,13. HARAR,01,04,1,1,003,12,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130104010100321,2. URBAN,13. HARAR,01,04,1,1,003,21,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130105010100102,2. URBAN,13. HARAR,01,05,1,1,001,02,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130105010100203,2. URBAN,13. HARAR,01,05,1,1,002,03,1. MARKETPLACE,,29,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130105010100209,2. URBAN,13. HARAR,01,05,1,1,002,09,1. MARKETPLACE,,29,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130106010100101,2. URBAN,13. HARAR,01,06,1,1,001,01,1. MARKETPLACE,,30,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130106010100108,2. URBAN,13. HARAR,01,06,1,1,001,08,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130106010100201,2. URBAN,13. HARAR,01,06,1,1,002,01,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130106010100208,2. URBAN,13. HARAR,01,06,1,1,002,08,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130106010100304,2. URBAN,13. HARAR,01,06,1,1,003,04,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130107010100103,2. URBAN,13. HARAR,01,07,1,1,001,03,1. MARKETPLACE,,29,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130107010100208,2. URBAN,13. HARAR,01,07,1,1,002,08,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130107010100305,2. URBAN,13. HARAR,01,07,1,1,003,05,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130108010100203,2. URBAN,13. HARAR,01,08,1,1,002,03,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130108010100301,2. URBAN,13. HARAR,01,08,1,1,003,01,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130108010100309,2. URBAN,13. HARAR,01,08,1,1,003,09,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130108010100317,2. URBAN,13. HARAR,01,08,1,1,003,17,1. MARKETPLACE,,27,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
130109010100303,2. URBAN,13. HARAR,01,09,1,1,003,03,1. MARKETPLACE,,29,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140101010100114,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,1. MARKETPLACE,,24,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140104010100403,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,1. MARKETPLACE,,17,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140107010100712,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,1. MARKETPLACE,,14,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140109010100904,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,1. MARKETPLACE,,1,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140202010200210,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140205010200504,2. URBAN,14. ADDIS ABABA,02,05,1,2,005,04,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140208010200823,2. URBAN,14. ADDIS ABABA,02,08,1,2,008,23,2. SHOPS/STALLS,,23,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140301010300138,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,1. MARKETPLACE,,15,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140303010300315,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,1. MARKETPLACE,,21,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140303010300329,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,1. MARKETPLACE,,21,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140305010300533,2. URBAN,14. ADDIS ABABA,03,05,1,3,005,33,1. MARKETPLACE,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140307010300706,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,1. MARKETPLACE,,21,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140309010300913,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,1. MARKETPLACE,,23,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140311010301140,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140313010301371,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,1. MARKETPLACE,,26,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140405010400515,2. URBAN,14. ADDIS ABABA,04,05,1,4,005,15,1. MARKETPLACE,,1,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140501010500113,2. URBAN,14. ADDIS ABABA,05,01,1,5,001,13,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140509010500925,2. URBAN,14. ADDIS ABABA,05,09,1,5,009,25,1. MARKETPLACE,,23,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140602010600224,2. URBAN,14. ADDIS ABABA,06,02,1,6,002,24,2. SHOPS/STALLS,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140606010600617,2. URBAN,14. ADDIS ABABA,06,06,1,6,006,17,1. MARKETPLACE,,17,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140701010700106,2. URBAN,14. ADDIS ABABA,07,01,1,7,001,06,2. SHOPS/STALLS,,25,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
