household_id,parcel_id,ea_id,saq14,pw_w4,ParcelName1,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s10bq03,s10bq04,s10bq05,s10bq05_os,s10bq06,s10bq06_os,s10bq07,s10bq08a,s10bq08b,s10bq08b_os
020303020100103153,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,153,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,500,2. Square Meters,
020303020100103179,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,179,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,500,3. Timad,
020303020100103205,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,205,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,1. YES,500,2. Square Meters,
020303020100103231,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,231,,2. NO,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,500,2. Square Meters,
020303020100103257,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,257,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,500,2. Square Meters,
020303020100103283,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,283,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,32,2. Square Meters,
020303020100103309,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,309,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,15,2. Square Meters,
020303020100103335,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,335,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,12,2. Square Meters,
020303020100103361,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,361,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,24,2. Square Meters,
020303020100103387,1,020303020100103,2. URBAN,700.534779116466,**CONFIDENTIAL**,2. AFAR,03,03,2,1,001,03,387,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,12,2. Square Meters,
020303088800501015,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,15,1. YES,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,,,
020303088800501015,2,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,15,1. YES,2. NO,6. Shared Crop in,,2. AGRICULTURAL,,1. YES,,,
020303088800501015,3,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,15,1. YES,2. NO,6. Shared Crop in,,2. AGRICULTURAL,,1. YES,,,
020303088800501037,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,37,1. YES,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,,,
020303088800501037,2,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,37,1. YES,2. NO,8. Other(specify),,2. AGRICULTURAL,,2. NO,,,
020303088800501059,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,59,1. YES,1. YES,8. Other(specify),,1. RESIDENTIAL,,2. NO,,,
020303088800501059,2,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,59,2. NO,,8. Other(specify),,,,,,,
020303088800501081,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,81,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020303088800501081,2,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,81,1. YES,1. YES,8. Other(specify),,2. AGRICULTURAL,,2. NO,,,
020303088800501098,1,020303088800501,1. RURAL,2604.888438133874,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,98,1. YES,1. YES,8. Other(specify),,1. RESIDENTIAL,,2. NO,,,
020303088800501100,1,020303088800501,1. RURAL,2604.888438133874,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,100,1. YES,1. YES,8. Other(specify),,1. RESIDENTIAL,,2. NO,,,
020303088800501106,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,106,1. YES,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,,,
020303088800501128,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,128,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020303088800501128,2,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,128,1. YES,2. NO,8. Other(specify),,2. AGRICULTURAL,,1. YES,,,
020303088800501150,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,150,1. YES,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,,,
020303088800501150,2,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,150,1. YES,1. YES,8. Other(specify),,2. AGRICULTURAL,,1. YES,,,
020303088800501150,3,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,150,1. YES,2. NO,8. Other(specify),,2. AGRICULTURAL,,1. YES,,,
020303088800501150,4,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,150,1. YES,2. NO,8. Other(specify),,2. AGRICULTURAL,,1. YES,,,
020303088800501172,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,172,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020303088800501172,2,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,172,1. YES,2. NO,1. Granted by Local Leaders,,2. AGRICULTURAL,,1. YES,,,
020303088800501196,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,196,1. YES,1. YES,8. Other(specify),,1. RESIDENTIAL,,2. NO,,,
020303088800501218,1,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,218,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020303088800501218,2,020303088800501,1. RURAL,620.2115328890177,**CONFIDENTIAL**,2. AFAR,03,03,8,88,005,01,218,1. YES,2. NO,8. Other(specify),,2. AGRICULTURAL,,2. NO,,,
020304088800703004,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,4,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703010,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,10,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703014,1,020304088800703,1. RURAL,118.088275862069,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,14,1. YES,1. YES,8. Other(specify),,1. RESIDENTIAL,,2. NO,,,
020304088800703016,1,020304088800703,1. RURAL,118.088275862069,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,16,2. NO,,8. Other(specify),,,,,,,
020304088800703020,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,20,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703026,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,26,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703032,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,32,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703038,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,38,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703044,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,44,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703050,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,50,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703056,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,56,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020304088800703062,1,020304088800703,1. RURAL,466.4486896551723,**CONFIDENTIAL**,2. AFAR,03,04,8,88,007,03,62,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020305010100306006,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,6,,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,380,2. Square Meters,Square Meters
020305010100306020,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,20,,2. NO,3. Rent,,1. RESIDENTIAL,,2. NO,150,2. Square Meters,
020305010100306034,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,34,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,125,2. Square Meters,
020305010100306048,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,48,,2. NO,3. Rent,,1. RESIDENTIAL,,2. NO,150,2. Square Meters,
020305010100306062,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,62,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,150,3. Timad,
020305010100306076,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,76,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,60,2. Square Meters,
020305010100306090,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,90,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,160,2. Square Meters,
020305010100306104,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,104,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,80,2. Square Meters,
020305010100306118,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,118,,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,200,2. Square Meters,
020305010100306132,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,132,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,30,2. Square Meters,
020305010100306146,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,146,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,36,2. Square Meters,
020305010100306160,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,160,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,60,2. Square Meters,
020305010100306174,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,174,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,1. YES,46,2. Square Meters,
020305010100306188,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,188,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,1. YES,64,2. Square Meters,
020305010100306202,1,020305010100306,2. URBAN,273.9157915437561,**CONFIDENTIAL**,2. AFAR,03,05,1,1,003,06,202,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,46,2. Square Meters,
020305010100601001,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,1,,1. YES,1. Granted by Local Leaders,,5. BUSINESS/ COMMERCIAL,,2. NO,1000,2. Square Meters,
020305010100601002,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,2,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,750,2. Square Meters,
020305010100601003,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,3,,1. YES,8. Other(specify),Government/Employer free House,1. RESIDENTIAL,,2. NO,12,2. Square Meters,
020305010100601004,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,4,,1. YES,4. Borrowed for Free,,1. RESIDENTIAL,,2. NO,12,2. Square Meters,
020305010100601005,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,5,,1. YES,3. Rent,,1. RESIDENTIAL,,1. YES,16,2. Square Meters,
020305010100601006,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,6,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,200,2. Square Meters,
020305010100601007,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,7,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,12,2. Square Meters,
020305010100601008,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,8,,1. YES,8. Other(specify),Government/Employer free House,1. RESIDENTIAL,,2. NO,150,2. Square Meters,
020305010100601009,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,9,,1. YES,3. Rent,,1. RESIDENTIAL,,2. NO,12,2. Square Meters,
020305010100601010,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,10,,1. YES,8. Other(specify),Granted by Local Leaders,1. RESIDENTIAL,,2. NO,16,2. Square Meters,
020305010100601011,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,11,,1. YES,8. Other(specify),Government/Employer free House,1. RESIDENTIAL,,2. NO,16,2. Square Meters,
020305010100601012,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,12,,1. YES,8. Other(specify),Granted by Local Leaders,1. RESIDENTIAL,,2. NO,16,2. Square Meters,
020305010100601013,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,13,,1. YES,8. Other(specify),Government/Employer free House,1. RESIDENTIAL,,2. NO,16,2. Square Meters,
020305010100601014,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,14,,1. YES,8. Other(specify),Government/Employer free House,1. RESIDENTIAL,,2. NO,16,2. Square Meters,
020305010100601015,1,020305010100601,2. URBAN,40.46860103626943,**CONFIDENTIAL**,2. AFAR,03,05,1,1,006,01,15,,1. YES,8. Other(specify),Government/Employer free House,1. RESIDENTIAL,,2. NO,150,2. Square Meters,
020306088800903006,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,6,1. YES,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,,,
020306088800903006,2,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,6,1. YES,2. NO,2. Gift/Inherited,,2. AGRICULTURAL,,1. YES,,,
020306088800903006,3,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,6,2. NO,,6. Shared Crop in,,,,,,,
020306088800903013,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,13,1. YES,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,,,
020306088800903013,2,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,13,1. YES,2. NO,1. Granted by Local Leaders,,2. AGRICULTURAL,,1. YES,,,
020306088800903019,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,19,1. YES,1. YES,7. Purchased,,1. RESIDENTIAL,,1. YES,,,
020306088800903025,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,25,1. YES,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,,,
020306088800903032,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,32,1. YES,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,,,
020306088800903032,2,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,32,1. YES,2. NO,2. Gift/Inherited,,2. AGRICULTURAL,,1. YES,,,
020306088800903039,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,39,2. NO,,7. Purchased,,,,,,,
020306088800903039,2,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,39,1. YES,2. NO,1. Granted by Local Leaders,,2. AGRICULTURAL,,1. YES,,,
020306088800903039,3,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,39,1. YES,2. NO,1. Granted by Local Leaders,,2. AGRICULTURAL,,1. YES,,,
020306088800903040,1,020306088800903,1. RURAL,240.9964813511612,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,40,2. NO,,3. Rent,,,,,,,
020306088800903047,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,47,1. YES,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,1. YES,,,
020306088800903047,2,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,47,1. YES,2. NO,1. Granted by Local Leaders,,2. AGRICULTURAL,,1. YES,,,
020306088800903055,1,020306088800903,1. RURAL,240.9964813511612,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,55,2. NO,,3. Rent,,,,,,,
020306088800903056,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,56,1. YES,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,1. YES,,,
020306088800903056,2,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,56,1. YES,1. YES,2. Gift/Inherited,,2. AGRICULTURAL,,1. YES,,,
020306088800903062,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,62,1. YES,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,,,
020306088800903062,2,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,62,1. YES,2. NO,1. Granted by Local Leaders,,2. AGRICULTURAL,,1. YES,,,
020306088800903062,3,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,62,1. YES,2. NO,1. Granted by Local Leaders,,2. AGRICULTURAL,,1. YES,,,
020306088800903068,1,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,68,1. YES,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,,,
020306088800903068,2,020306088800903,1. RURAL,415.718930330753,**CONFIDENTIAL**,2. AFAR,03,06,8,88,009,03,68,1. YES,2. NO,1. Granted by Local Leaders,,2. AGRICULTURAL,,1. YES,,,
020401088800602005,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,5,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,1. YES,,,
020401088800602011,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,11,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020401088800602017,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,17,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020401088800602023,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,23,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020401088800602029,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,29,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020401088800602035,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,35,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020401088800602047,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,47,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,1. YES,,,
020401088800602053,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,53,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020401088800602059,1,020401088800602,1. RURAL,258.8721963342653,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,59,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,1. YES,,,
020401088800602061,1,020401088800602,1. RURAL,47.87362534948741,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,61,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020401088800602073,1,020401088800602,1. RURAL,47.87362534948741,**CONFIDENTIAL**,2. AFAR,04,01,8,88,006,02,73,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020403010100102001,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,1,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,300,2. Square Meters,
020403010100102007,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,7,,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,200,2. Square Meters,
020403010100102014,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,14,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,250,2. Square Meters,
020403010100102019,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,19,,2. NO,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,240,2. Square Meters,
020403010100102025,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,25,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,230,2. Square Meters,
020403010100102031,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,31,,1. YES,7. Purchased,,1. RESIDENTIAL,,2. NO,120,2. Square Meters,
020403010100102037,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,37,,1. YES,7. Purchased,,1. RESIDENTIAL,,2. NO,1035,2. Square Meters,
020403010100102043,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,43,,1. YES,7. Purchased,,1. RESIDENTIAL,,2. NO,300,10. Ermija,
020403010100102049,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,49,,1. YES,7. Purchased,,1. RESIDENTIAL,,2. NO,400,10. Ermija,
020403010100102055,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,55,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,200,10. Ermija,
020403010100102061,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,61,,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,600,2. Square Meters,
020403010100102067,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,67,,1. YES,7. Purchased,,1. RESIDENTIAL,,2. NO,300,2. Square Meters,
020403010100102073,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,73,,1. YES,4. Borrowed for Free,,1. RESIDENTIAL,,2. NO,200,2. Square Meters,
020403010100102079,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,79,,1. YES,2. Gift/Inherited,,1. RESIDENTIAL,,2. NO,600,2. Square Meters,
020403010100102085,1,020403010100102,2. URBAN,239.070707070707,**CONFIDENTIAL**,2. AFAR,04,03,1,1,001,02,85,,1. YES,1. Granted by Local Leaders,,1. RESIDENTIAL,,2. NO,200,2. Square Meters,
020403088800302007,1,020403088800302,1. RURAL,628.014921630094,**CONFIDENTIAL**,2. AFAR,04,03,8,88,003,02,7,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020403088800302017,1,020403088800302,1. RURAL,628.014921630094,**CONFIDENTIAL**,2. AFAR,04,03,8,88,003,02,17,1. YES,1. YES,5. Moved in Without Permission,,7. Other(specify),Not in Use,2. NO,,,
020403088800302027,1,020403088800302,1. RURAL,628.014921630094,**CONFIDENTIAL**,2. AFAR,04,03,8,88,003,02,27,1. YES,1. YES,5. Moved in Without Permission,,7. Other(specify),Not in Use,2. NO,,,
020403088800302037,1,020403088800302,1. RURAL,628.014921630094,**CONFIDENTIAL**,2. AFAR,04,03,8,88,003,02,37,1. YES,1. YES,5. Moved in Without Permission,,1. RESIDENTIAL,,2. NO,,,
020403088800302047,1,020403088800302,1. RURAL,628.014921630094,**CONFIDENTIAL**,2. AFAR,04,03,8,88,003,02,47,1. YES,1. YES,5. Moved in Without Permission,,7. Other(specify),Not in Use,2. NO,,,
